,Material,Component_Description,JAN_23,FEB_23,MAR_23,APR_23,MAY_23,JUN_23
0,100010,FORMIC ACID 85%,0.0,0.0,0.0,0.0,0.0,0.0
1,100017,ASTACIN GROUND UH TF,0.0,0.0,0.0,0.0,0.0,0.0
2,100019,SODIUM BICARBONATE,0.0,0.0,0.0,0.0,0.0,0.0
3,100029,HM183,0.0,0.0,0.0,0.0,0.0,0.0
4,100041,PRIMAL SB100,0.0,0.0,0.0,0.0,0.0,0.0
5,100045,WT-2524 //OUT OF PRODUCTION//,0.0,0.0,0.0,0.0,0.0,0.0
6,100047,ROSILK 2229,0.0,0.0,0.0,0.0,0.0,0.0
7,100062,AQUALENIW-80.A,0.0,0.0,0.0,0.0,0.0,0.0
8,100067,XR-13-436,0.0,0.0,0.0,0.0,0.0,0.0
9,100094,ACRYSOL RM-825,6.2,53.45,93.446,135.653,41.28,88.003
10,100239,DIACETON ALCOHOL,0.0,0.0,0.0,0.0,0.0,0.0
11,100322,ICALAC SB 200,675.489,965.518,943.445,1310.435,1055.315,1214.189
12,100388,MA 13135,0.0,0.0,0.0,0.0,0.0,0.0
13,100410,MELIO FETTGRIFF SZ,0.0,0.0,0.0,0.0,0.0,0.0
14,100413,MELIO FOAM AX-03,111.365,104.099,171.699,146.68,145.722,148.667
15,100417,MELIO LV03,0.0,0.0,0.0,0.0,0.0,0.0
16,100427,MELIO PROMUL 95,0.0,0.0,0.0,0.0,0.0,0.0
17,100429,MELIO PROMUL 66,0.0,0.0,0.0,0.0,0.0,0.0
18,100700,XR-13-096,0.0,0.0,0.0,0.0,0.0,0.0
19,101261,EUDERM NAPPA SOFT S 2,114.712,678.268,840.614,1062.626,243.468,661.04
20,101332,RU 22537.,0.0,0.0,0.0,0.0,0.0,0.0
21,101333,RC 13823,0.0,0.0,0.0,0.0,0.0,0.0
22,101374,GEAWAX FINISH 2000,0.0,0.0,0.0,0.0,0.0,0.0
23,101378,GEKTANE DNT,0.0,0.0,0.0,0.0,0.0,0.0
24,101380,GEKTANE F-40,0.0,0.0,0.0,0.0,0.0,0.0
25,101442,FI-22098,0.0,0.0,0.0,0.0,0.0,0.0
26,101872,AQUALEN AKU,0.0,0.0,0.0,0.0,0.0,0.0
27,101880,AMMONIAC NH3H20,0.0,0.0,0.0,0.0,0.0,0.0
28,101972,MELIO GROUND UP,0.0,0.0,0.0,0.0,0.0,0.0
29,102570,MELIO PROMUL 61,0.0,0.0,0.0,0.0,0.0,0.0
30,102970,MELIO TOP 239,0.0,0.0,0.0,0.0,0.0,0.0
31,103170,NOVA M 14,0.0,0.0,0.0,0.0,0.0,0.0
32,103250,RETICOLANTE 05,0.0,0.0,0.0,0.0,0.0,0.0
33,103640,DENSOTAN A,0.0,0.0,0.0,0.0,0.0,0.0
34,103697,TANIGAN HO,0.0,0.0,0.0,0.0,0.0,0.0
35,103870,NEOSAN 2000 WHITE ID,0.0,0.0,0.0,0.0,0.0,0.0
36,104062,DRASIL SM,0.0,0.0,0.0,0.0,0.0,0.0
37,104124,BUSAN 30L,0.0,0.0,0.0,0.0,0.0,0.0
38,104187,DOWELLER DRIVER 5511,0.0,0.0,0.0,0.0,0.0,0.0
39,104188,RU-43-901,0.0,0.0,0.0,0.0,0.0,0.0
40,104189,AQUACAST S,0.0,0.0,0.0,0.0,0.0,0.0
41,104194,AF 4000,0.0,0.0,0.0,0.0,0.0,0.0
42,104195,AMOLLAN IP,0.0,0.0,0.0,0.0,0.0,0.0
43,104196,CATIONAL VFC,0.0,0.0,0.0,0.0,0.0,0.0
44,104197,CORIAL EM FINISH G,0.0,0.0,0.0,0.0,0.0,0.0
45,104198,CORIAL EM FINISH M,0.0,0.0,0.0,0.0,0.0,0.0
46,104199,EUKESOL OIL GROUND,0.0,0.0,0.0,0.0,0.0,0.0
47,104200,EUKESOLAR RUBY B 150 LIQUID,0.0,0.0,0.0,0.0,0.0,0.0
48,104201,FI-50,0.0,0.0,0.0,0.0,0.0,0.0
49,104202,GEABIND 1530,0.0,0.0,0.0,0.0,0.0,0.0
50,104203,GEACRIL CB 300,0.0,0.0,0.0,0.0,0.0,0.0
51,104204,GEAGROUND HD,0.0,0.0,0.0,0.0,0.0,0.0
52,104205,GEAWAX AS/2 (GEALUXAS/2),0.0,0.0,0.0,0.0,0.0,0.0
53,104206,GEAWAX FINISH CK 25,0.0,0.0,0.0,0.0,0.0,0.0
54,104207,GEABIND 1605,0.0,0.0,0.0,0.0,0.0,0.0
55,104208,GEKTANE BRIGHT,0.0,0.0,0.0,0.0,0.0,0.0
56,104209,GLANZ F,0.0,0.0,0.0,0.0,0.0,0.0
57,104210,GEABIND 682,0.0,0.0,0.0,0.0,0.0,0.0
58,104211,GW 63,0.0,0.0,0.0,0.0,0.0,0.0
59,104212,LEPTON WAX P 60,0.0,0.0,0.0,0.0,0.0,0.0
60,104213,LEPTON WAX SW,0.0,0.0,0.0,0.0,0.0,0.0
61,104214,LS 8262,0.0,0.0,0.0,0.0,0.0,0.0
62,104215,MA 22-604,0.0,0.0,0.0,0.0,0.0,0.0
63,104216,MA-2406,0.0,0.0,0.0,0.0,0.0,0.0
64,104217,MELIO PROMUL 70,0.0,0.0,0.0,0.0,0.0,0.0
65,104218,ATLAS LEATHER OIL 90,0.0,0.0,0.0,0.0,0.0,0.0
66,104219,PREFONDAL K/72,0.0,0.0,0.0,0.0,0.0,0.0
67,104220,PRIMAL FGR,0.0,0.0,0.0,0.0,0.0,0.0
68,104221,PRIMAL SB-150,0.0,0.0,0.0,0.0,0.0,0.0
69,104222,PRIMAL DISPERSION 32A,0.0,0.0,0.0,0.0,0.0,0.0
70,104223,RPUK 050,0.0,0.0,0.0,0.0,0.0,0.0
71,104224,RA-2393,0.0,0.0,0.0,0.875,0.0,0.0
72,104225,SB-104,0.0,0.0,0.0,0.0,0.0,0.0
73,104226,SP CATIONAL HD,0.0,0.0,0.0,0.0,0.0,0.0
74,104227,SP K TOP BORDEAUX,0.0,0.0,0.0,0.0,0.0,0.0
75,104228,SP K TOP CHESTNUT,0.0,0.0,0.0,0.0,0.0,0.0
76,104229,SP K TOP YELLOW,0.0,0.0,0.0,0.0,0.0,0.0
77,104230,SP K TOP EXTRA BLACK,0.0,0.0,0.0,0.0,0.0,0.0
78,104231,SP K TOP OCHER,0.0,0.0,0.0,0.0,0.0,0.0
79,104232,SP K TOP RED BRILL,0.0,0.0,0.0,0.0,0.0,0.0
80,104233,SP K TOP TAN,0.0,0.0,0.0,0.0,0.0,0.0
81,104234,SP K TOP BLUE OCEAN,0.0,0.0,0.0,0.0,0.0,0.0
82,104235,STOSSGLANZ,0.0,0.0,0.0,0.0,0.0,0.0
83,104236,TELAFLEX U482,0.0,0.0,0.0,0.0,0.0,0.0
84,104237,TELAN IB YELLOW,0.0,0.0,0.0,0.0,0.0,0.0
85,104238,TELAN IB BLUE,0.0,0.0,0.0,0.0,0.0,0.0
86,104239,TELAN IB RED,0.0,0.0,0.0,0.0,0.0,0.0
87,104240,TELANIL DARK BROWN,0.0,0.0,0.0,0.0,0.0,0.0
88,104241,TELANIL RED,0.0,0.0,0.0,0.0,0.0,0.0
89,104242,TOP LL,0.0,0.0,0.0,0.0,0.0,0.0
90,104243,TOP VP 2,0.0,0.0,0.0,0.0,0.0,0.0
91,104244,TOP 10,0.0,0.0,0.0,0.0,0.0,0.0
92,104245,UNIPEL 1461,0.0,0.0,0.0,0.0,0.0,0.0
93,104246,UNITHANE TFC,0.0,0.0,0.0,0.0,0.0,0.0
94,104247,UNIWAX CRD,0.0,0.0,0.0,0.0,0.0,0.0
95,104248,VISCON C,0.0,0.0,0.0,0.0,0.0,0.0
96,104249,LUSTRAL WAX-BB,0.0,0.0,0.0,0.0,0.0,0.0
97,104250,LUSTRAL WAX-PULL,0.0,0.0,0.0,0.0,0.0,0.0
98,104251,XERODERM WF-N,0.0,0.0,0.0,0.0,0.0,0.0
99,104252,K-577,0.0,0.0,0.0,0.0,0.0,0.0
100,104253,BINDER SD,0.0,0.0,0.0,0.0,0.0,0.0
101,104254,ANILINE WAX BROWN-N,0.0,0.0,0.0,0.0,0.0,0.0
102,104255,ASTACIN FINISH SUSI TF,0.0,0.0,0.0,0.0,0.0,0.0
103,104256,CORIAL WAX EG,0.0,0.0,0.0,0.0,0.0,0.0
104,104257,DL-2245,0.0,0.0,0.0,0.0,0.0,0.0
105,104258,EFFECT FINISH VP,0.0,0.0,0.0,0.0,0.0,0.0
106,104259,ESTABLISHER FF 10,0.0,0.0,0.0,0.0,0.0,0.0
107,104260,GEACRIL FG 55,0.0,0.0,0.0,0.0,0.0,0.0
108,104261,GEACRIL M 35,0.0,0.0,0.0,0.0,0.0,0.0
109,104262,INACTIVATED - GEAWAX FINISH 2000,0.0,0.0,0.0,0.0,0.0,0.0
110,104263,INACTIVATED - GEKTANE F-40,0.0,0.0,0.0,0.0,0.0,0.0
111,104264,GW 4,0.0,0.0,0.0,0.0,0.0,0.0
112,104265,KCF-647,0.0,0.0,0.0,0.0,0.0,0.0
113,104266,LEPTON BROWN GN,0.0,0.0,0.0,0.0,0.0,0.0
114,104267,LEPTON WAX CS,0.0,0.0,0.0,0.0,0.0,0.0
115,104268,LEPTON BLUE N,0.0,0.0,0.0,0.0,0.0,0.0
116,104269,LEPTON YELLOW N,0.0,0.0,0.0,0.0,0.0,0.0
117,104270,LP-18-415,0.0,0.0,0.0,0.0,0.0,0.0
118,104271,LP-18-427,0.0,0.0,0.0,0.0,0.0,0.0
119,104272,LP-18-438,0.0,0.0,0.0,0.0,0.0,0.0
120,104273,OIL P,0.0,0.0,0.0,0.0,0.0,0.0
121,104274,PN 550,0.0,0.0,0.0,0.0,0.0,0.0
122,104275,SD-2456,0.0,0.0,0.0,0.0,0.0,0.0
123,104276,TELANIL LEMON,0.0,0.0,0.0,0.0,0.0,0.0
124,104277,ALPATOP FB,0.0,0.0,0.0,0.0,0.0,0.0
125,104278,LS-988,0.0,0.0,0.0,0.0,0.0,0.0
126,104279,LUSTRAL UT,0.0,0.0,0.0,0.0,0.0,0.0
127,104280,INACTIVATED - MELIO FETT GRIFF SZ,0.0,0.0,0.0,0.0,0.0,0.0
128,104281,MELIO GROUND K,0.0,0.0,0.0,0.0,0.0,0.0
129,104282,MELIO GROUND NC,0.0,0.0,0.0,0.0,0.0,0.0
130,104283,MELIO WAX PO-424,0.0,0.0,0.0,0.0,0.0,0.0
131,104284,MELIO WF-5230,0.0,0.0,0.0,0.0,0.0,0.0
132,104285,SFT OIL 29,0.0,0.0,0.0,0.0,0.0,0.0
133,104286,SP RPU H4,0.0,0.0,0.0,0.0,0.0,0.0
134,104287,HARD WAX,0.0,0.0,0.0,0.0,0.0,0.0
135,104288,ER-LEPTON RED N,0.0,0.0,0.0,0.0,0.0,0.0
136,104289,ER-LEPTON CARAMEL N,0.0,0.0,0.0,0.0,0.0,0.0
137,104290,ER-ASTACIN FINISH PUM,0.0,0.0,0.0,0.0,0.0,0.0
138,104291,ER-ASTACIN TOP LH,0.0,0.0,0.0,0.0,0.0,0.0
139,104292,ER-CORIAL EM FINISH G,0.0,0.0,0.0,0.0,0.0,0.0
140,104293,ER-NEOTOP E-S,0.0,0.0,0.0,0.0,0.0,0.0
141,104294,ER-HR-1127,0.0,0.0,0.0,0.0,0.0,0.0
142,104295,ER-HARDENER AZ,0.0,0.0,0.0,0.0,0.0,0.0
143,104296,ER-UW10,0.0,0.0,0.0,0.0,0.0,0.0
144,104297,ER-AQUAGRADE 96,0.0,0.0,0.0,0.0,0.0,0.0
145,104298,ER-LE-1272,0.0,0.0,0.0,0.0,0.0,0.0
146,104299,ER-ST-4522,0.0,0.0,0.0,0.0,0.0,0.0
147,104300,ER-HM-283,0.0,0.0,0.0,0.0,0.0,0.0
148,104301,ER-P-820,0.0,0.0,0.0,0.0,0.0,0.0
149,104302,ER-MA-22-604,0.0,0.0,0.0,0.0,0.0,0.0
150,104303,ER-NBAC,0.0,0.0,0.0,0.0,0.0,0.0
151,104304,ER-CM-1112,0.0,0.0,0.0,0.0,0.0,0.0
152,104305,ER-BCS,0.0,0.0,0.0,0.0,0.0,0.0
153,104306,ER-IPA,0.0,0.0,0.0,0.0,0.0,0.0
154,104307,ER-CA BLACK,0.0,0.0,0.0,0.0,0.0,0.0
155,104308,ER-ACETONE,0.0,0.0,0.0,0.0,0.0,0.0
156,104309,ER-PM/ECS,0.0,0.0,0.0,0.0,0.0,0.0
157,104310,ER-FILLER-A,0.0,0.0,0.0,0.0,0.0,0.0
158,104311,ER-WATER REPELLEMT S#10-N,0.0,0.0,0.0,0.0,0.0,0.0
159,104312,ER-KW-183,0.0,0.0,0.0,0.0,0.0,0.0
160,104313,ER-GFN-7,0.0,0.0,0.0,0.0,0.0,0.0
161,104314,ER-MATT-NHN,0.0,0.0,0.0,0.0,0.0,0.0
162,104315,ER-MATT-820,0.0,0.0,0.0,0.0,0.0,0.0
163,104316,ER-NC-105A,0.0,0.0,0.0,0.0,0.0,0.0
164,104317,ER-NY-250H,0.0,0.0,0.0,0.0,0.0,0.0
165,104318,ER-MATT-420,0.0,0.0,0.0,0.0,0.0,0.0
166,104319,ER-P-700,0.0,0.0,0.0,0.0,0.0,0.0
167,104320,ER-PINK-2905,0.0,0.0,0.0,0.0,0.0,0.0
168,104321,ER-GREEN-4903,0.0,0.0,0.0,0.0,0.0,0.0
169,104322,ER-CORIAL BINDER LF,0.0,0.0,0.0,0.0,0.0,0.0
170,104323,ER-BLUE-3907,0.0,0.0,0.0,0.0,0.0,0.0
171,104324,ER-BLUE-3918,0.0,0.0,0.0,0.0,0.0,0.0
172,104325,ER-RED-8910,0.0,0.0,0.0,0.0,0.0,0.0
173,104326,ER-CORIAL MICROBINDER AM,0.0,0.0,0.0,0.0,0.0,0.0
174,104327,ER-RED-8919,0.0,0.0,0.0,0.0,0.0,0.0
175,104328,ER-YELLOW-5904,0.0,0.0,0.0,0.0,0.0,0.0
176,104329,ER-CORIAL HARDENER AN,0.0,0.0,0.0,0.0,0.0,0.0
177,104330,ER-PO-22,0.0,0.0,0.0,0.0,0.0,0.0
178,104331,ER-PO-28,0.0,0.0,0.0,0.0,0.0,0.0
179,104332,ER-PO-42,0.0,0.0,0.0,0.0,0.0,0.0
180,104333,ER-CORIAL EM FINISH M,0.0,0.0,0.0,0.0,0.0,0.0
181,104334,ER-PO300F,0.0,0.0,0.0,0.0,0.0,0.0
182,104335,ER-PO-330,0.0,0.0,0.0,0.0,0.0,0.0
183,104336,ER-PO-36,0.0,0.0,0.0,0.0,0.0,0.0
184,104337,ER-PO-44,0.0,0.0,0.0,0.0,0.0,0.0
185,104338,ER-PO-52,0.0,0.0,0.0,0.0,0.0,0.0
186,104339,ER-PO-46,0.0,0.0,0.0,0.0,0.0,0.0
187,104340,ER-PO-54,0.0,0.0,0.0,0.0,0.0,0.0
188,104341,ER-PU-1708,0.0,0.0,0.0,0.0,0.0,0.0
189,104342,ER-RA-29,0.0,0.0,0.0,0.0,0.0,0.0
190,104343,ER-PO-812,0.0,0.0,0.0,0.0,0.0,0.0
191,104344,ER-RA-680,0.0,0.0,0.0,0.0,0.0,0.0
192,104345,ER-PO-82,0.0,0.0,0.0,0.0,0.0,0.0
193,104346,ER-SA-231,0.0,0.0,0.0,0.0,0.0,0.0
194,104347,ER-SB-300,0.0,0.0,0.0,0.0,0.0,0.0
195,104348,ER-SB-600S,0.0,0.0,0.0,0.0,0.0,0.0
196,104349,ER-KP132D,0.0,0.0,0.0,0.0,0.0,0.0
197,104350,ER-RA-25,0.0,0.0,0.0,0.0,0.0,0.0
198,104351,ER-KW-2229A,0.0,0.0,0.0,0.0,0.0,0.0
199,104352,ER-AR 100,0.0,0.0,0.0,0.0,0.0,0.0
200,104353,ER-FAPLUS TMF,0.0,0.0,0.0,0.0,0.0,0.0
201,104354,ER-U4,0.0,0.0,0.0,0.0,0.0,0.0
202,104355,ER-FAPGLOS K1,0.0,0.0,0.0,0.0,0.0,0.0
203,104356,ER-FAPGLOS PO,0.0,0.0,0.0,0.0,0.0,0.0
204,104357,ER-FAPCOAT U2A,0.0,0.0,0.0,0.0,0.0,0.0
205,104358,ER-FAPGLOS GK,0.0,0.0,0.0,0.0,0.0,0.0
206,104359,ER-FAPLUS GT,0.0,0.0,0.0,0.0,0.0,0.0
207,104360,ER-CW,0.0,0.0,0.0,0.0,0.0,0.0
208,104361,ER-FAPGLOS CL,0.0,0.0,0.0,0.0,0.0,0.0
209,104362,ER-FAPCOAT KU50,0.0,0.0,0.0,0.0,0.0,0.0
210,104363,ER-FAPGLOS GF,0.0,0.0,0.0,0.0,0.0,0.0
211,104364,ER-TOALACQUER T-161,0.0,0.0,0.0,0.0,0.0,0.0
212,104365,ER-TOALACQUER T-361,0.0,0.0,0.0,0.0,0.0,0.0
213,104366,ER-TOALACQUER T-454,0.0,0.0,0.0,0.0,0.0,0.0
214,104367,ER-TOALACQUER T-563,0.0,0.0,0.0,0.0,0.0,0.0
215,104368,ER-PINK 2B,0.0,0.0,0.0,0.0,0.0,0.0
216,104369,INACTIVATED - MELIO TOP 239,0.0,0.0,0.0,0.0,0.0,0.0
217,104370,ER-PANEMUL 01,0.0,0.0,0.0,0.0,0.0,0.0
218,104371,LP-18-413,0.0,0.0,0.0,0.0,0.0,0.0
219,104372,LP-18-480,0.0,0.0,0.0,0.0,0.0,0.0
220,104373,SFT F6004,0.0,0.0,0.0,0.0,0.0,0.0
221,104374,ER-ORANGE DOPE,0.0,0.0,0.0,0.0,0.0,0.0
222,104375,RPU 22,0.0,0.0,0.0,0.0,0.0,0.0
223,104376,SP SFT WAX ANTIC,0.0,0.0,0.0,0.0,0.0,0.0
224,104377,SP SFT F 6013 A,0.0,0.0,0.0,0.0,0.0,0.0
225,104378,RPU 48,0.0,0.0,0.0,0.0,0.0,0.0
226,104379,ER-PEARL PIGMENTS 303,0.0,0.0,0.0,0.0,0.0,0.0
227,104380,ER-PEARL PIGMENTS 502,0.0,0.0,0.0,0.0,0.0,0.0
228,104381,ER-PEARL PIGMENTS 500,0.0,0.0,0.0,0.0,0.0,0.0
229,104382,ER-RA-2312,0.0,0.0,0.0,0.0,0.0,0.0
230,104383,ER-PEARL PIGMENTS 100,0.0,0.0,0.0,0.0,0.0,0.0
231,104384,ER-PO-816,0.0,0.0,0.0,0.0,0.0,0.0
232,104385,GEATOIL FINISH MPU,0.0,0.0,0.0,0.0,0.0,0.0
233,104386,ER-MENDER XP,0.0,0.0,0.0,0.0,0.0,0.0
234,104387,ER-PEARL PIGMENTS 205,0.0,0.0,0.0,0.0,0.0,0.0
235,104388,ER-EX-59-812,0.0,0.0,0.0,0.0,0.0,0.0
236,104389,ER-LEMON,0.0,0.0,0.0,0.0,0.0,0.0
237,104390,SUPRONIL HK BLACK AS,0.0,0.0,0.0,0.0,0.0,0.0
238,104391,ER-PEARL PIGMENTS 504,0.0,0.0,0.0,0.0,0.0,0.0
239,104392,FILLER VPS,0.0,0.0,0.0,0.0,0.0,0.0
240,104393,ER-NC-1002,0.0,0.0,0.0,0.0,0.0,0.0
241,104394,ER-RA-1079,0.0,0.0,0.0,0.0,0.0,0.0
242,104395,GEAWAX FOSCOS 25,0.0,0.0,0.0,0.0,0.0,0.0
243,104396,ER-HM132,0.0,0.0,0.0,0.0,0.0,0.0
244,104397,UNIWAX HWA,0.0,0.0,0.0,0.0,0.0,0.0
245,104398,ER-GOLD DOPE,0.0,0.0,0.0,0.0,0.0,0.0
246,104399,TELANIL FUCHSIA,0.0,0.0,0.0,0.0,0.0,0.0
247,104400,TELAN IB ORANGE,0.0,0.0,0.0,0.0,0.0,0.0
248,104401,TELAN IB BORDO,0.0,0.0,0.0,0.0,0.0,0.0
249,104402,TELAN IB LEMON,0.0,0.0,0.0,0.0,0.0,0.0
250,104403,ER-NEOFILM LE 1481,0.0,0.0,0.0,0.0,0.0,0.0
251,104404,ER-PEARL PIGMENTS 505,0.0,0.0,0.0,0.0,0.0,0.0
252,104405,ER-BAC-1#,0.0,0.0,0.0,0.0,0.0,0.0
253,104406,ER-KW 100,0.0,0.0,0.0,0.0,0.0,0.0
254,104407,UNIWAX DWB,0.0,0.0,0.0,0.0,0.0,0.0
255,104408,ER-PM,0.0,0.0,0.0,0.0,0.0,0.0
256,104409,ER-ECS,0.0,0.0,0.0,0.0,0.0,0.0
257,104410,ER-MP-153,0.0,0.0,0.0,0.0,0.0,0.0
258,104411,LUGANIL ORANGE 2R LIQUID,0.0,0.0,0.0,0.0,0.0,0.0
259,104412,ER-NY 900,0.0,0.0,0.0,0.0,0.0,0.0
260,104413,ER-228,0.0,0.0,0.0,0.0,0.0,0.0
261,104414,ER-MP-6380,0.0,0.0,0.0,0.0,0.0,0.0
262,104415,UNIWAX FDW,0.0,0.0,0.0,0.0,0.0,0.0
263,104416,GEATAN P 150,0.0,0.0,0.0,0.0,0.0,0.0
264,104417,CHROMOSAL B,0.0,0.0,0.0,0.0,0.0,0.0
265,104418,CATALIX GS,0.0,0.0,0.0,0.0,0.0,0.0
266,104419,DERMAFIX T,0.0,0.0,0.0,0.0,0.0,0.0
267,104420,BASYNTAN DLE POWDER,0.0,0.0,0.0,0.0,0.0,0.0
268,104421,RETANAL CLE,0.0,0.0,0.0,0.0,0.0,0.0
269,104422,FOSFOL SCS,0.0,0.0,0.0,0.0,0.0,0.0
270,104423,SYNTHOL WP,0.0,0.0,0.0,0.0,0.0,0.0
271,104424,ER-KW 303,0.0,0.0,0.0,0.0,0.0,0.0
272,104425,GEAGROUND PLG,0.0,0.0,0.0,0.0,0.0,0.0
273,104426,ER-KW 500,0.0,0.0,0.0,0.0,0.0,0.0
274,104427,ER-WHITE DOPE,0.0,0.0,0.0,0.0,0.0,0.0
275,104428,PAM,0.0,0.0,0.0,0.0,0.0,0.0
276,104430,DERMAFIX P LIQ,0.0,0.0,0.0,0.0,0.0,0.0
277,104431,ER-KW 504,0.0,0.0,0.0,0.0,0.0,0.0
278,104432,ER-HFD-1,0.0,0.0,0.0,0.0,0.0,0.0
279,104433,ER-KW 205,0.0,0.0,0.0,0.0,0.0,0.0
280,104434,ER-KW 502,0.0,0.0,0.0,0.0,0.0,0.0
281,104435,ER-HF-01,0.0,0.0,0.0,0.0,0.0,0.0
282,104436,ER-FI-306,0.0,0.0,0.0,0.0,0.0,0.0
283,104437,EUKESOLAR BLACK ER LIQUID,0.0,0.0,0.0,0.0,0.0,0.0
284,104438,EUKESOLAR LIGHT BROWN EG LIQUID,0.0,0.0,0.0,0.0,0.0,0.0
285,104439,EUKESOLAR RUBY EB LIQUID,0.0,0.0,0.0,0.0,0.0,0.0
286,104440,ER-TELAFLEX COMPACT BM,0.0,0.0,0.0,0.0,0.0,0.0
287,104441,ER-HR 611,0.0,0.0,0.0,0.0,0.0,0.0
288,104442,ER-FI-50,0.0,0.0,0.0,0.0,0.0,0.0
289,104443,ER-GEKTANE F-68,0.0,0.0,0.0,0.0,0.0,0.0
290,104444,ER-GEKTANE BRIGHT,0.0,0.0,0.0,0.0,0.0,0.0
291,104445,ER-EUKESOLAR ORANGE R LIQUID,0.0,0.0,0.0,0.0,0.0,0.0
292,104446,ER-GEAWAX DULL 25,0.0,0.0,0.0,0.0,0.0,0.0
293,104447,INACTIVATED - TANIGAN HO,0.0,0.0,0.0,0.0,0.0,0.0
294,104448,ER-TELANIL DARK BROWN,0.0,0.0,0.0,0.0,0.0,0.0
295,104449,ER-LEPTON BLACK FR-N,0.0,0.0,0.0,0.0,0.0,0.0
296,104450,ER-AMOLLAN IP,0.0,0.0,0.0,0.0,0.0,0.0
297,104451,ER-EUKESOLAR YELLOW EG,0.0,0.0,0.0,0.0,0.0,0.0
298,104452,GEAWAX DULL 30,0.0,0.0,0.0,0.0,0.0,0.0
299,104453,LUSTRAL WAX BSH,0.0,0.0,0.0,0.0,0.0,0.0
300,104454,INACTIVATED - DENSOTAN A,0.0,0.0,0.0,0.0,0.0,0.0
301,104455,LUBRITAN GXL,0.0,0.0,0.0,0.0,0.0,0.0
302,104456,SOLVADERM YELLOW MF-ZC,0.0,0.0,0.0,0.0,0.0,0.0
303,104457,NEOSAN 2000 YELLOW 01,0.0,0.0,0.0,0.0,0.0,0.0
304,104458,GEATOIL LN,0.0,0.0,0.0,0.0,0.0,0.0
305,104459,TELANIL ORANGE CS,0.0,0.0,0.0,0.0,0.0,0.0
306,104460,LF 1247,0.0,0.0,0.0,0.0,0.0,0.0
307,104461,MX 40,0.0,0.0,0.0,0.0,0.0,0.0
308,104462,GRUND K,0.0,0.0,0.0,0.0,0.0,0.0
309,104463,POLAX SE 5,0.0,0.0,0.0,0.0,0.0,0.0
310,104464,UNIWAX 9009,0.0,0.0,0.0,0.0,0.0,0.0
311,104465,LF 1218,0.0,0.0,0.0,0.0,0.0,0.0
312,104466,COROLAN BROWN CGB,0.0,0.0,0.0,0.0,0.0,0.0
313,104467,COROLAN BROWN HCG,0.0,0.0,0.0,0.0,0.0,0.0
314,104468,LP 2411,0.0,0.0,0.0,0.0,0.0,0.0
315,104469,WACHS PLA,0.0,0.0,0.0,0.0,0.0,0.0
316,104470,WACHS LC820,0.0,0.0,0.0,0.0,0.0,0.0
317,104471,LH 200,0.0,0.0,0.0,0.0,0.0,0.0
318,104472,WACHS AIF,0.0,0.0,0.0,0.0,0.0,0.0
319,104473,RELUGAN SLF,0.0,0.0,0.0,0.0,0.0,0.0
320,104474,TRIACOR RED 3BN SUPRA,0.0,0.0,0.0,0.0,0.0,0.0
321,104475,TRIAMIN TURQUOISE BLUE GL,0.0,0.0,0.0,0.0,0.0,0.0
322,104476,TRIACOR BEIGE 4G,0.0,0.0,0.0,0.0,0.0,0.0
323,104477,TRIACOR BROWN 5GLS SUPRA CONC,0.0,0.0,0.0,0.0,0.0,0.0
324,104478,TRIACOR GREY GCR,0.0,0.0,0.0,0.0,0.0,0.0
325,104479,TRIASOLAN YELLOW D-3R,0.0,0.0,0.0,0.0,0.0,0.0
326,104480,TRIASOLAN RED D3G CONC,0.0,0.0,0.0,0.0,0.0,0.0
327,104481,TELAFLEX U 578,0.0,0.0,0.0,0.0,0.0,0.0
328,104482,UTB-4200,0.0,0.0,0.0,0.0,0.0,0.0
329,104483,GEATOIL FINISH BMG,0.0,0.0,0.0,0.0,0.0,0.0
330,104484,GEAWAX FINISH CV,0.0,0.0,0.0,0.0,0.0,0.0
331,104485,CONTEX WHITE,0.0,0.0,0.0,0.0,0.0,0.0
332,104486,INACTIVATED - DRASIL SM,0.0,0.0,0.0,0.0,0.0,0.0
333,104487,DRASIL 703,0.0,0.0,0.0,0.0,0.0,0.0
334,104488,SEDAFLOR AB 96,0.0,0.0,0.0,0.0,0.0,0.0
335,104489,GRUNND C,0.0,0.0,0.0,0.0,0.0,0.0
336,104490,TELKAWAX GS,0.0,0.0,0.0,0.0,0.0,0.0
337,104491,BUSAN 85,0.0,0.0,0.0,0.0,0.0,0.0
338,104492,TOP A,0.0,0.0,0.0,0.0,0.0,0.0
339,104493,POLAX M,0.0,0.0,0.0,0.0,0.0,0.0
340,104494,ODINOIL TH,0.0,0.0,0.0,0.0,0.0,0.0
