,Material,Consumption on Current Month
0,100010.0,0.0
1,100017.0,0.0
2,100019.0,0.0
3,100029.0,0.0
4,100041.0,0.0
5,100045.0,0.0
6,100047.0,0.0
7,100062.0,0.0
8,100067.0,0.0
9,100094.0,22.207
10,100239.0,0.0
11,100322.0,234.185
12,100388.0,0.0
13,100410.0,0.0
14,100413.0,34.399
15,100427.0,0.0
16,100429.0,0.0
17,100700.0,0.0
18,101261.0,289.42
19,101332.0,0.0
20,101333.0,0.0
21,101374.0,0.0
22,101378.0,0.0
23,101380.0,0.0
24,101442.0,0.0
25,101880.0,0.0
26,101972.0,0.0
27,102570.0,0.0
28,102970.0,0.0
29,103170.0,0.0
30,103250.0,0.0
31,103640.0,0.0
32,103697.0,0.0
33,103870.0,0.0
34,104062.0,0.0
35,104124.0,0.0
36,104194.0,0.0
37,104195.0,0.0
38,104196.0,0.0
39,104197.0,0.0
40,104198.0,0.0
41,104199.0,0.0
42,104200.0,0.0
43,104201.0,0.0
44,104202.0,0.0
45,104203.0,0.0
46,104204.0,0.0
47,104205.0,0.0
48,104206.0,0.0
49,104207.0,0.0
50,104208.0,0.0
51,104209.0,0.0
52,104210.0,0.0
53,104211.0,0.0
54,104212.0,0.0
55,104213.0,0.0
56,104214.0,0.0
57,104215.0,0.0
58,104216.0,0.0
59,104217.0,0.0
60,104218.0,0.0
61,104219.0,0.0
62,104220.0,0.0
63,104221.0,0.0
64,104222.0,0.0
65,104223.0,0.0
66,104224.0,0.0
67,104225.0,0.0
68,104226.0,0.0
69,104227.0,0.0
70,104228.0,0.0
71,104229.0,0.0
72,104230.0,0.0
73,104231.0,0.0
74,104232.0,0.0
75,104233.0,0.0
76,104234.0,0.0
77,104235.0,0.0
78,104236.0,0.0
79,104237.0,0.0
80,104238.0,0.0
81,104239.0,0.0
82,104240.0,0.0
83,104241.0,0.0
84,104242.0,0.0
85,104243.0,0.0
86,104244.0,0.0
87,104245.0,0.0
88,104246.0,0.0
89,104247.0,0.0
90,104248.0,0.0
91,104249.0,0.0
92,104250.0,0.0
93,104251.0,0.0
94,104252.0,0.0
95,104253.0,0.0
96,104254.0,0.0
97,104255.0,0.0
98,104256.0,0.0
99,104257.0,0.0
100,104258.0,0.0
101,104259.0,0.0
102,104260.0,0.0
103,104261.0,0.0
104,104262.0,0.0
105,104263.0,0.0
106,104264.0,0.0
107,104265.0,0.0
108,104266.0,0.0
109,104267.0,0.0
110,104268.0,0.0
111,104269.0,0.0
112,104270.0,0.0
113,104271.0,0.0
114,104272.0,0.0
115,104273.0,0.0
116,104274.0,0.0
117,104275.0,0.0
118,104276.0,0.0
119,104277.0,0.0
120,104278.0,0.0
121,104279.0,0.0
122,104280.0,0.0
123,104281.0,0.0
124,104282.0,0.0
125,104283.0,0.0
126,104284.0,0.0
127,104285.0,0.0
128,104286.0,0.0
129,104287.0,0.0
130,104288.0,0.0
131,104289.0,0.0
132,104290.0,0.0
133,104291.0,0.0
134,104292.0,0.0
135,104293.0,0.0
136,104294.0,0.0
137,104295.0,0.0
138,104296.0,0.0
139,104297.0,0.0
140,104298.0,0.0
141,104299.0,0.0
142,104300.0,0.0
143,104301.0,0.0
144,104302.0,0.0
145,104303.0,0.0
146,104304.0,0.0
147,104305.0,0.0
148,104306.0,0.0
149,104307.0,0.0
150,104308.0,0.0
151,104309.0,0.0
152,104310.0,0.0
153,104311.0,0.0
154,104312.0,0.0
155,104313.0,0.0
156,104314.0,0.0
157,104315.0,0.0
158,104316.0,0.0
159,104317.0,0.0
160,104318.0,0.0
161,104319.0,0.0
162,104320.0,0.0
163,104321.0,0.0
164,104322.0,0.0
165,104323.0,0.0
166,104324.0,0.0
167,104325.0,0.0
168,104326.0,0.0
169,104327.0,0.0
170,104328.0,0.0
171,104329.0,0.0
172,104330.0,0.0
173,104331.0,0.0
174,104332.0,0.0
175,104333.0,0.0
176,104334.0,0.0
177,104335.0,0.0
178,104336.0,0.0
179,104337.0,0.0
180,104338.0,0.0
181,104339.0,0.0
182,104340.0,0.0
183,104341.0,0.0
184,104342.0,0.0
185,104343.0,0.0
186,104344.0,0.0
187,104345.0,0.0
188,104346.0,0.0
189,104347.0,0.0
190,104348.0,0.0
191,104349.0,0.0
192,104350.0,0.0
193,104351.0,0.0
194,104352.0,0.0
195,104353.0,0.0
196,104354.0,0.0
197,104355.0,0.0
198,104356.0,0.0
199,104357.0,0.0
200,104358.0,0.0
201,104359.0,0.0
202,104360.0,0.0
203,104361.0,0.0
204,104362.0,0.0
205,104363.0,0.0
206,104364.0,0.0
207,104365.0,0.0
208,104366.0,0.0
209,104367.0,0.0
210,104368.0,0.0
211,104369.0,0.0
212,104370.0,0.0
213,104371.0,0.0
214,104372.0,0.0
215,104373.0,0.0
216,104374.0,0.0
217,104375.0,0.0
218,104376.0,0.0
219,104377.0,0.0
220,104378.0,0.0
221,104379.0,0.0
222,104380.0,0.0
223,104381.0,0.0
224,104382.0,0.0
225,104383.0,0.0
226,104384.0,0.0
227,104385.0,0.0
228,104386.0,0.0
229,104387.0,0.0
230,104388.0,0.0
231,104389.0,0.0
232,104390.0,0.0
233,104391.0,0.0
234,104392.0,0.0
235,104393.0,0.0
236,104394.0,0.0
237,104395.0,0.0
238,104396.0,0.0
239,104397.0,0.0
240,104398.0,0.0
241,104399.0,0.0
242,104400.0,0.0
243,104401.0,0.0
244,104402.0,0.0
245,104403.0,0.0
246,104404.0,0.0
247,104405.0,0.0
248,104406.0,0.0
249,104407.0,0.0
250,104408.0,0.0
251,104409.0,0.0
252,104410.0,0.0
253,104411.0,0.0
254,104412.0,0.0
255,104413.0,0.0
256,104414.0,0.0
257,104415.0,0.0
258,104416.0,0.0
259,104417.0,0.0
260,104418.0,0.0
261,104419.0,0.0
262,104420.0,0.0
263,104421.0,0.0
264,104422.0,0.0
265,104423.0,0.0
266,104424.0,0.0
267,104425.0,0.0
268,104426.0,0.0
269,104427.0,0.0
270,104428.0,0.0
271,104430.0,0.0
272,104431.0,0.0
273,104432.0,0.0
274,104433.0,0.0
275,104434.0,0.0
276,104435.0,0.0
277,104436.0,0.0
278,104437.0,0.0
279,104438.0,0.0
280,104439.0,0.0
281,104440.0,0.0
282,104441.0,0.0
283,104442.0,0.0
284,104443.0,0.0
285,104444.0,0.0
286,104445.0,0.0
287,104446.0,0.0
288,104447.0,0.0
289,104448.0,0.0
290,104449.0,0.0
291,104450.0,0.0
292,104451.0,0.0
293,104452.0,0.0
294,104453.0,0.0
295,104454.0,0.0
296,104455.0,0.0
297,104456.0,0.0
298,104457.0,0.0
299,104458.0,0.0
300,104459.0,0.0
301,104460.0,0.0
302,104461.0,0.0
303,104462.0,0.0
304,104463.0,0.0
305,104464.0,0.0
306,104465.0,0.0
307,104466.0,0.0
308,104467.0,0.0
309,104468.0,0.0
310,104469.0,0.0
311,104470.0,0.0
312,104471.0,0.0
313,104472.0,0.0
314,104473.0,0.0
315,104474.0,0.0
316,104475.0,0.0
317,104476.0,0.0
318,104477.0,0.0
319,104478.0,0.0
320,104479.0,0.0
321,104480.0,0.0
322,104481.0,0.0
323,104482.0,0.0
324,104483.0,0.0
325,104484.0,0.0
326,104485.0,0.0
327,104486.0,0.0
328,104487.0,0.0
329,104488.0,0.0
330,104489.0,0.0
331,104490.0,0.0
332,104491.0,0.0
333,104492.0,0.0
334,104493.0,0.0
335,104494.0,0.0
336,104495.0,0.0
337,104496.0,0.0
338,104497.0,0.0
339,104498.0,0.0
340,104499.0,0.0
341,104500.0,0.0
342,104501.0,0.0
343,104502.0,0.0
344,104503.0,0.0
345,104504.0,0.0
346,104505.0,0.0
347,104506.0,0.0
348,104507.0,0.0
349,104508.0,0.0
350,104509.0,0.0
351,104510.0,0.0
352,104511.0,0.0
353,104512.0,0.0
354,104513.0,0.0
355,104514.0,0.0
356,104515.0,0.0
357,104517.0,0.0
358,104518.0,0.0
359,104519.0,0.0
360,104520.0,0.0
361,104521.0,0.0
362,104522.0,0.0
363,104523.0,0.024
364,104524.0,0.0
365,104525.0,0.0
366,104526.0,0.0
367,104527.0,0.0
368,104528.0,0.0
369,104529.0,0.0
370,104530.0,0.0
371,104531.0,0.0
372,104532.0,0.0
373,104533.0,0.0
374,104534.0,0.0
375,104535.0,0.0
376,104536.0,0.0
377,104537.0,0.0
378,104538.0,0.0
379,104539.0,0.0
380,104540.0,0.0
381,104541.0,202.188
382,104542.0,0.0
383,104543.0,0.0
384,104544.0,0.0
385,104545.0,0.0
386,104546.0,0.0
387,104547.0,0.0
388,104548.0,0.0
389,104549.0,0.0
390,104550.0,0.0
391,104551.0,0.0
392,104552.0,0.0
393,104553.0,0.0
394,104554.0,0.0
395,104555.0,17.25
396,104556.0,0.0
397,104557.0,0.0
398,104558.0,0.0
399,104559.0,0.0
400,104560.0,0.0
401,104561.0,0.0
402,104562.0,0.0
403,104563.0,0.0
404,104564.0,0.0
405,104565.0,0.0
406,104566.0,0.0
407,104567.0,0.0
408,104568.0,0.0
409,104569.0,0.0
410,104570.0,0.0
411,104571.0,0.0
412,104572.0,126.65
413,104573.0,0.0
414,104574.0,0.0
415,104575.0,0.0
416,104576.0,0.0
417,104577.0,0.0
418,104578.0,0.0
419,104579.0,0.0
420,104580.0,0.0
421,104581.0,0.0
422,104582.0,0.0
423,104583.0,0.0
424,104584.0,0.0
425,104585.0,0.0
426,104586.0,0.0
427,104587.0,0.0
428,104588.0,0.0
429,104589.0,0.0
430,104590.0,0.0
431,104591.0,0.0
432,104592.0,0.0
433,104593.0,0.0
434,104594.0,0.0
435,104595.0,0.0
436,104596.0,0.0
437,104597.0,0.0
438,104598.0,0.0
439,104599.0,0.0
440,104600.0,0.0
441,104601.0,0.0
442,104602.0,0.0
443,104603.0,0.0
444,104604.0,0.0
445,104605.0,0.0
446,104606.0,0.0
447,104607.0,0.0
448,104608.0,0.0
449,104609.0,0.0
450,104610.0,0.0
451,104611.0,0.0
452,104612.0,0.0
453,104613.0,0.0
454,104614.0,0.0
455,104615.0,0.0
456,104616.0,0.0
457,104617.0,0.0
458,104618.0,0.0
459,104619.0,0.0
460,104620.0,0.0
461,104621.0,0.0
462,104622.0,0.0
463,104623.0,0.0
464,104624.0,36.48
465,104625.0,6.985
466,104626.0,0.0
467,104627.0,0.0
468,104628.0,0.0
469,104629.0,0.0
470,104630.0,0.0
471,104631.0,0.0
472,104632.0,0.0
473,104633.0,0.0
474,104634.0,0.0
475,104635.0,0.0
476,104636.0,0.0
477,104637.0,0.0
478,104638.0,0.0
479,104639.0,0.0
480,104640.0,0.0
481,104641.0,0.0
482,104642.0,0.46
483,104643.0,0.0
484,104644.0,16.238
485,104645.0,47.65
486,104646.0,0.0
487,104647.0,0.0
488,104648.0,0.0
489,104649.0,0.0
490,104650.0,0.0
491,104651.0,0.0
492,104652.0,0.0
493,104653.0,0.0
494,104654.0,0.0
495,104655.0,0.0
496,104656.0,0.0
497,104657.0,0.0
498,104658.0,0.0
499,104659.0,0.0
500,104660.0,0.0
501,104661.0,0.0
502,104662.0,0.0
503,104663.0,0.0
504,104664.0,0.0
505,104665.0,0.0
506,104666.0,0.0
507,104667.0,0.0
508,104668.0,0.0
509,104669.0,0.0
510,104670.0,0.0
511,104671.0,0.0
512,104672.0,977.571
513,104673.0,0.0
514,104674.0,0.0
515,104675.0,0.0
516,104676.0,201.177
517,104677.0,0.0
518,104678.0,0.0
519,104679.0,0.0
520,104680.0,38.38
521,104681.0,0.0
522,104682.0,0.0
523,104683.0,0.0
524,104684.0,0.0
525,104685.0,0.0
526,104686.0,0.0
527,104687.0,0.0
528,104688.0,0.0
529,104689.0,0.0
530,104690.0,0.0
531,104691.0,32.475
532,104692.0,0.0
533,104693.0,0.0
534,104694.0,0.0
535,104695.0,0.0
536,104696.0,0.0
537,104697.0,0.0
538,104698.0,0.0
539,104699.0,0.0
540,104700.0,0.0
541,104701.0,0.0
542,104702.0,0.0
543,104703.0,2.15
544,104704.0,0.0
545,104705.0,0.0
546,104706.0,0.0
547,104707.0,0.0
548,104708.0,0.0
549,104709.0,0.0
550,104710.0,0.0
551,104711.0,0.0
552,104712.0,0.0
553,104713.0,0.0
554,104714.0,0.0
555,104715.0,0.0
556,104716.0,0.0
557,104717.0,0.0
558,104718.0,0.0
559,104719.0,0.0
560,104720.0,0.0
561,104721.0,0.0
562,104722.0,0.0
563,104723.0,0.0
564,104724.0,0.0
565,104725.0,0.0
566,104726.0,0.0
567,104727.0,5277.572
568,104728.0,0.0
569,104729.0,0.0
570,104730.0,0.0
571,104731.0,0.0
572,104732.0,0.0
573,104733.0,0.0
574,104734.0,0.0
575,104735.0,0.0
576,104736.0,0.0
577,104737.0,0.0
578,104738.0,0.0
579,104739.0,0.0
580,104740.0,0.0
581,104741.0,0.0
582,104742.0,0.0
583,104743.0,0.0
584,104744.0,0.0
585,104745.0,15.728
586,104746.0,0.0
587,104747.0,5.964
588,104748.0,2.515
589,104749.0,6.999
590,104750.0,1.06
591,104751.0,0.0
592,104752.0,8.984
593,104753.0,2.344
594,104754.0,17.073
595,104755.0,0.0
596,104756.0,1.065
597,104757.0,0.0
598,104758.0,0.0
599,104759.0,0.0
600,104760.0,0.0
601,104761.0,0.0
602,104762.0,0.0
603,104763.0,0.0
604,104764.0,0.0
605,104765.0,0.0
606,104766.0,0.0
607,104767.0,0.0
608,104768.0,0.0
609,104769.0,0.0
610,104770.0,0.0
611,104771.0,0.0
612,104772.0,0.0
613,104773.0,0.0
614,104774.0,0.0
615,104775.0,0.0
616,104776.0,0.0
617,104777.0,0.0
618,104778.0,0.0
619,104779.0,0.0
620,104780.0,0.0
621,104781.0,0.0
622,104782.0,0.0
623,104783.0,0.0
624,104784.0,0.0
625,104785.0,0.0
626,104786.0,0.0
627,104787.0,0.0
628,104788.0,0.0
629,104789.0,0.0
630,104790.0,0.0
631,104791.0,0.0
632,104792.0,0.0
633,104793.0,0.0
634,104794.0,0.0
635,104795.0,0.0
636,104796.0,0.0
637,104797.0,0.0
638,104798.0,0.0
639,104799.0,0.0
640,104800.0,0.0
641,104801.0,0.0
642,104802.0,0.0
643,104803.0,0.0
644,104804.0,0.0
645,104805.0,0.0
646,104806.0,0.0
647,104807.0,0.0
648,104808.0,0.0
649,104809.0,0.0
650,104810.0,0.0
651,104811.0,0.0
652,104812.0,0.0
653,104813.0,0.0
654,104814.0,0.0
655,104815.0,0.0
656,104816.0,0.0
657,104817.0,0.0
658,104818.0,0.0
659,104819.0,0.0
660,104820.0,0.0
661,104821.0,0.0
662,104822.0,0.0
663,104823.0,0.0
664,104824.0,649.511
665,104825.0,0.0
666,104826.0,0.0
667,104827.0,0.0
668,104828.0,0.0
669,104829.0,0.0
670,104830.0,0.0
671,104831.0,0.0
672,104832.0,0.0
673,104833.0,0.0
674,104834.0,0.0
675,104835.0,0.0
676,104836.0,0.0
677,104837.0,0.0
678,104838.0,0.0
679,104839.0,0.0
680,104840.0,0.0
681,104841.0,0.0
682,104842.0,0.0
683,104843.0,0.0
684,104844.0,0.0
685,104845.0,0.0
686,104846.0,261.7
687,104847.0,1.4
688,104848.0,0.0
689,104849.0,0.0
690,104850.0,0.0
691,104851.0,0.0
692,104852.0,0.0
693,104853.0,0.0
694,104854.0,0.0
695,104855.0,0.0
696,104856.0,0.0
697,104857.0,0.0
698,104858.0,90.694
699,104859.0,0.0
700,104860.0,0.0
701,104861.0,0.0
702,104862.0,0.0
703,104863.0,0.0
704,104864.0,0.0
705,104865.0,0.0
706,104866.0,0.0
707,104867.0,764.284
708,104868.0,0.0
709,104869.0,0.0
710,104870.0,0.0
711,104871.0,0.0
712,104872.0,0.0
713,104873.0,2.15
714,104874.0,0.0
715,104875.0,0.0
716,104876.0,0.0
717,104877.0,72.165
718,104878.0,0.0
719,104879.0,0.0
720,104880.0,0.0
721,104881.0,0.0
722,104882.0,0.0
723,104883.0,0.0
724,104884.0,0.0
725,104885.0,0.0
726,104886.0,0.0
727,104887.0,0.0
728,104888.0,0.0
729,104889.0,0.0
730,104890.0,0.0
731,104891.0,139.51
732,104892.0,0.0
733,104893.0,0.0
734,104894.0,0.0
735,104895.0,0.0
736,104896.0,0.0
737,104897.0,0.0
738,104898.0,0.0
739,104899.0,0.0
740,104900.0,0.0
741,104901.0,0.0
742,104902.0,0.0
743,104903.0,0.0
744,104904.0,0.0
745,104905.0,0.0
746,104906.0,0.0
747,104907.0,0.0
748,104908.0,0.0
749,104909.0,0.0
750,104910.0,788.0
751,104911.0,0.0
752,104912.0,0.0
753,104913.0,0.0
754,104914.0,0.0
755,104915.0,0.0
756,104916.0,0.0
757,104917.0,0.0
758,104918.0,0.0
759,104919.0,0.0
760,104920.0,0.0
761,104921.0,0.0
762,104922.0,0.0
763,104923.0,2.51
764,104924.0,0.0
765,104925.0,0.0
766,104926.0,0.0
767,104927.0,0.0
768,104928.0,639.892
769,104929.0,832.51
770,104930.0,0.0
771,104931.0,2586.783
772,104932.0,0.0
773,104933.0,0.0
774,104934.0,0.0
775,104935.0,0.0
776,104936.0,0.0
777,104937.0,118.4
778,104938.0,2307.257
779,104939.0,0.0
780,104940.0,0.0
781,104941.0,0.0
782,104942.0,0.0
783,104943.0,0.0
784,104944.0,20.0
785,104945.0,0.0
786,104946.0,0.0
787,104947.0,0.0
788,104948.0,0.0
789,104949.0,0.0
790,104950.0,0.0
791,104951.0,0.0
792,104952.0,0.0
793,104953.0,0.0
794,104954.0,0.0
795,104955.0,0.0
796,104956.0,0.0
797,104957.0,0.0
798,104958.0,0.0
799,104959.0,3.0
800,104960.0,158.94
801,104961.0,0.0
802,104962.0,22.241
803,104963.0,129.8
804,104964.0,54.3
805,104965.0,71.032
806,104966.0,0.0
807,104967.0,0.0
808,104968.0,0.0
809,104969.0,0.0
810,104970.0,0.0
811,104971.0,0.0
812,104972.0,0.0
813,104973.0,435.6
814,104974.0,0.0
815,104975.0,0.0
816,104976.0,0.0
817,104977.0,0.0
818,104978.0,0.0
819,104979.0,0.0
820,104980.0,0.0
821,104981.0,0.0
822,104982.0,0.0
823,104983.0,0.0
824,104984.0,0.0
825,104985.0,0.0
826,104986.0,0.0
827,104987.0,0.0
828,104988.0,81.75
829,104989.0,95.63
830,104990.0,0.0
831,104991.0,0.0
832,104992.0,0.0
833,104993.0,0.0
834,104994.0,0.0
835,104995.0,0.0
836,104996.0,0.0
837,104997.0,0.0
838,104998.0,0.0
839,104999.0,0.0
840,105000.0,0.0
841,105001.0,0.0
842,105002.0,0.0
843,105003.0,0.0
844,105004.0,0.0
845,105005.0,0.0
846,105006.0,0.0
847,105007.0,0.0
848,105008.0,414.26
849,105009.0,0.0
850,105010.0,0.0
851,105011.0,0.0
852,105012.0,0.0
853,105013.0,0.0
854,105014.0,0.0
855,105015.0,0.0
856,105016.0,0.0
857,105017.0,0.0
858,105018.0,0.0
859,105019.0,0.0
860,105020.0,240.0
861,105021.0,0.0
862,105022.0,0.0
863,105023.0,0.0
864,105024.0,0.0
865,105025.0,0.0
866,105026.0,0.0
867,105027.0,262.15
868,105028.0,0.0
869,105029.0,0.0
870,105030.0,0.0
871,105031.0,0.0
872,105032.0,0.0
873,105033.0,0.0
874,105034.0,0.0
875,105035.0,0.0
876,105036.0,0.0
877,105037.0,0.0
878,105038.0,0.0
879,105039.0,0.0
880,105040.0,0.0
881,105041.0,0.0
882,105042.0,0.024
883,105043.0,0.0
884,105044.0,0.0
885,105045.0,0.52
886,105046.0,0.0
887,105047.0,0.0
888,105048.0,0.0
889,105049.0,0.0
890,105050.0,0.0
891,105051.0,0.0
892,105052.0,0.0
893,105053.0,0.0
894,105054.0,0.0
895,105055.0,0.0
896,105056.0,0.0
897,105057.0,0.0
898,105058.0,0.0
899,105059.0,0.0
900,105060.0,0.0
901,105061.0,0.0
902,105062.0,0.0
903,105063.0,0.0
904,105064.0,0.0
905,105065.0,0.0
906,105066.0,0.0
907,105067.0,0.0
908,105068.0,0.0
909,105069.0,0.0
910,105070.0,0.0
911,105071.0,0.0
912,105072.0,0.0
913,105073.0,0.0
914,105074.0,0.0
915,105075.0,0.0
916,105076.0,0.0
917,105077.0,0.0
918,105078.0,0.0
919,105079.0,0.0
920,105080.0,0.0
921,105081.0,0.0
922,105082.0,0.0
923,105083.0,0.0
924,105084.0,31.8
925,105085.0,0.0
926,105086.0,208.6
927,105087.0,0.0
928,105088.0,0.0
929,105089.0,0.0
930,105090.0,0.0
931,105091.0,0.0
932,105092.0,0.0
933,105093.0,0.0
934,105094.0,0.0
935,105098.0,0.0
936,105099.0,0.0
937,105103.0,0.0
938,105114.0,150.0
939,105123.0,0.0
940,105124.0,0.0
941,105126.0,0.37
942,105127.0,0.0
943,105135.0,0.0
944,105142.0,0.0
945,105143.0,0.0
946,105150.0,440.0
947,105151.0,1560.936
948,105152.0,0.0
949,105153.0,0.0
950,105154.0,0.0
951,105156.0,0.0
952,105157.0,0.0
953,105158.0,0.0
954,105159.0,0.0
955,105161.0,0.0
956,105165.0,0.0
957,105166.0,0.0
958,105167.0,0.0
959,105168.0,0.0
960,105170.0,0.0
961,105173.0,47.5
962,105174.0,0.0
963,105175.0,0.0
964,105176.0,30.245
965,105177.0,8.975
966,105178.0,0.0
967,105179.0,183.599
968,105180.0,211.779
969,105181.0,0.0
970,105182.0,0.0
971,105185.0,0.0
972,105186.0,0.0
973,105187.0,0.0
974,105188.0,0.0
975,105189.0,0.0
976,105190.0,0.0
977,105192.0,0.0
978,105193.0,0.968
979,105194.0,0.0
980,105195.0,0.0
981,105196.0,0.0
982,105197.0,0.0
983,105198.0,0.0
984,105199.0,0.0
985,105200.0,0.0
986,105203.0,84.63
987,105204.0,0.0
988,105205.0,13.33
989,105208.0,0.0
990,105209.0,0.0
991,105210.0,0.0
992,105211.0,0.0
993,105212.0,0.0
994,105218.0,0.0
995,105220.0,0.0
996,105221.0,0.0
997,105222.0,0.0
998,105223.0,138.448
999,105234.0,0.0
1000,105242.0,0.0
1001,105243.0,0.0
1002,105244.0,0.0
1003,105248.0,0.0
1004,105250.0,0.0
1005,105255.0,10.245
1006,105256.0,0.0
1007,105257.0,0.0
1008,105263.0,0.754
1009,105273.0,0.0
1010,105274.0,0.0
1011,105277.0,0.0
1012,105278.0,0.0
1013,105279.0,0.0
1014,105280.0,0.0
1015,105281.0,0.0
1016,105282.0,0.0
1017,105283.0,19.803
1018,105284.0,0.0
1019,105285.0,0.0
1020,105286.0,0.0
1021,105287.0,0.0
1022,105288.0,0.0
1023,105289.0,0.0
1024,105290.0,0.0
1025,105291.0,0.0
1026,105299.0,0.0
1027,105302.0,0.0
1028,105303.0,0.0
1029,105304.0,0.0
1030,105305.0,0.0
1031,105310.0,760.528
1032,105311.0,0.0
1033,105313.0,0.0
1034,105314.0,0.0
1035,105315.0,0.0
1036,105316.0,0.0
1037,105317.0,0.0
1038,105318.0,0.0
1039,105319.0,0.0
1040,105321.0,0.0
1041,105322.0,0.0
1042,105323.0,0.0
1043,105324.0,0.0
1044,105325.0,0.0
1045,105326.0,0.0
1046,105333.0,0.0
1047,105336.0,247.954
1048,105337.0,0.0
1049,105339.0,0.0
1050,105340.0,0.0
1051,105343.0,0.0
1052,105344.0,0.0
1053,105345.0,0.0
1054,105346.0,0.0
1055,105347.0,0.0
1056,105348.0,0.0
1057,105349.0,1.65
1058,105350.0,0.0
1059,105351.0,0.0
1060,105352.0,0.0
1061,105353.0,0.0
1062,105355.0,0.0
1063,105356.0,0.0
1064,105357.0,0.0
1065,105358.0,0.0
1066,105359.0,0.0
1067,105360.0,0.0
1068,105361.0,0.0
1069,105362.0,0.0
1070,105363.0,0.0
1071,105364.0,0.0
1072,105365.0,0.0
1073,105366.0,0.0
1074,105367.0,0.0
1075,105368.0,0.0
1076,105369.0,14.268
1077,105370.0,0.0
1078,105371.0,0.0
1079,105372.0,0.0
1080,105373.0,0.0
1081,105374.0,0.0
1082,105375.0,0.0
1083,105376.0,467.5
1084,105379.0,0.0
1085,105380.0,0.0
1086,105381.0,0.0
1087,105384.0,0.0
1088,105385.0,0.0
1089,105393.0,17.33
1090,105395.0,0.0
1091,105402.0,32.6
1092,105403.0,0.0
1093,105404.0,0.0
1094,105405.0,0.0
1095,105407.0,0.0
1096,105408.0,0.0
1097,105409.0,67.254
1098,105410.0,984.966
1099,105411.0,0.0
1100,105412.0,0.0
1101,105417.0,0.0
1102,105422.0,0.0
1103,105441.0,0.0
1104,105442.0,0.0
1105,105443.0,0.0
1106,105455.0,21.735
1107,105457.0,66.968
1108,105458.0,15.717
1109,105459.0,10.168
1110,105460.0,802.658
1111,105461.0,26.907
1112,105462.0,2.044
1113,105463.0,25.491
1114,105464.0,2.606
1115,105465.0,431.074
1116,105466.0,3.235
1117,105467.0,78.317
1118,105468.0,79.05
1119,105469.0,16.796
1120,105470.0,29.378
1121,105471.0,5.45
1122,105472.0,43.541
1123,105473.0,53.286
1124,105474.0,4.443
1125,105475.0,1.259
1126,105476.0,16.045
1127,105478.0,0.0
1128,105479.0,0.0
1129,105480.0,0.0
1130,105481.0,0.0
1131,105482.0,0.0
1132,105483.0,0.0
1133,105484.0,0.0
1134,105485.0,0.0
1135,105492.0,1.452
1136,105493.0,0.0
1137,105498.0,0.0
1138,105500.0,0.0
1139,105501.0,0.0
1140,105503.0,0.0
1141,105504.0,0.0
1142,105505.0,584.675
1143,105513.0,3.755
1144,105515.0,186.338
1145,105516.0,23.5
1146,105518.0,0.0
1147,105519.0,0.0
1148,105520.0,0.0
1149,105521.0,0.0
1150,105533.0,266.29
1151,105534.0,36.764
1152,105535.0,0.171
1153,105541.0,0.0
1154,105542.0,0.0
1155,105543.0,0.0
1156,105544.0,0.0
1157,105545.0,6.413
1158,105546.0,0.549
1159,105547.0,0.195
1160,105548.0,0.548
1161,105549.0,0.0
1162,105550.0,28.296
1163,105554.0,4.29
1164,105556.0,0.0
1165,105557.0,0.0
1166,105558.0,0.0
1167,105559.0,9.468
1168,105560.0,0.0
1169,105561.0,0.0
1170,105565.0,0.0
1171,105589.0,0.0
1172,105590.0,0.0
1173,105591.0,0.0
1174,105592.0,0.0
1175,105593.0,0.0
1176,105594.0,0.238
1177,105595.0,0.0
1178,105596.0,0.0
1179,105597.0,0.0
1180,105598.0,0.0
1181,105599.0,0.0
1182,105600.0,0.0
1183,105601.0,0.0
1184,105611.0,0.0
1185,105612.0,0.0
1186,105613.0,0.0
1187,105614.0,0.0
1188,105615.0,0.0
1189,105620.0,0.0
1190,105621.0,78.088
1191,105624.0,0.0
1192,105626.0,0.0
1193,105636.0,0.0
1194,105652.0,0.0
1195,105653.0,0.0
1196,105654.0,0.0
1197,105655.0,664.684
1198,105656.0,352.884
1199,105658.0,0.0
1200,105659.0,0.0
1201,105662.0,0.0
1202,105663.0,0.0
1203,105682.0,19.66
1204,105684.0,1.98
1205,105685.0,0.96
1206,105692.0,0.0
1207,105693.0,0.0
1208,105697.0,0.0
1209,105698.0,0.0
1210,105699.0,0.0
1211,105700.0,0.0
1212,105701.0,0.0
1213,105706.0,0.0
1214,105707.0,0.0
1215,105708.0,0.0
1216,105709.0,0.0
1217,105710.0,0.0
1218,105711.0,0.0
1219,105712.0,0.0
1220,105713.0,0.0
1221,105715.0,0.0
1222,105716.0,0.0
1223,105717.0,0.0
1224,105718.0,0.0
1225,105719.0,0.0
1226,105720.0,0.0
1227,105721.0,0.0
1228,105739.0,0.0
1229,105740.0,0.0
1230,105741.0,0.0
1231,105742.0,0.0
1232,105743.0,0.0
1233,105744.0,0.0
1234,105745.0,0.0
1235,105746.0,0.0
