FAMILY_ARTICLES,FAMILY_ARTICLES_FULL,COLOR,ART_TYPE,SF._x,SF._y,AvgOnePO,RATE
AJAX,AJAX,12099,TOP,7475.0,323396.5,7475.0,0.023
AJAX,AJAX TT,7183,TOP,176474.9,323396.5,13736.0,0.546
AJAX,AJAX TT,7187,TOP,2875.0,323396.5,13736.0,0.009
AJAX,AJAX TT,13416,TOP,123921.6,323396.5,13736.0,0.383
AJAX,AJAX TT,17169,TOP,5175.0,323396.5,13736.0,0.016
AJAX,AJAX TT,17170,TOP,7475.0,323396.5,13736.0,0.023
ALBA,ALBA,8663,TOP,3450.0,3450.0,3450.0,1.0
ALINE,ALINE K TT,1220,TOP,18280.0,4665518.35,11634.0,0.004
ALINE,ALINE K TT,1265,TOP,11500.0,4665518.35,11634.0,0.002
ALINE,ALINE K TT,1266,TOP,5750.0,4665518.35,11634.0,0.001
ALINE,ALINE K TT,2331,TOP,344735.0,4665518.35,11634.0,0.074
ALINE,ALINE K TT,2729,TOP,17250.0,4665518.35,11634.0,0.004
ALINE,ALINE K TT,2752,TOP,5750.0,4665518.35,11634.0,0.001
ALINE,ALINE K TT,2793,TOP,107922.0,4665518.35,11634.0,0.023
ALINE,ALINE K TT,3229,TOP,117280.0,4665518.35,11634.0,0.025
ALINE,ALINE K TT,3714,TOP,5750.0,4665518.35,11634.0,0.001
ALINE,ALINE K TT,3780,TOP,69000.0,4665518.35,11634.0,0.015
ALINE,ALINE K TT,3781,TOP,72450.0,4665518.35,11634.0,0.016
ALINE,ALINE K TT,4336,TOP,11500.0,4665518.35,11634.0,0.002
ALINE,ALINE K TT,4390,TOP,18400.0,4665518.35,11634.0,0.004
ALINE,ALINE K TT,4793,TOP,21735.0,4665518.35,11634.0,0.005
ALINE,ALINE K TT,5728,TOP,357040.0,4665518.35,11634.0,0.077
ALINE,ALINE K TT,6812,TOP,3450.0,4665518.35,11634.0,0.001
ALINE,ALINE K TT,6829,TOP,40332.8,4665518.35,11634.0,0.009
ALINE,ALINE K TT,7158,SPLIT,3450.0,4665518.35,11634.0,0.001
ALINE,ALINE K TT,7844,SPLIT,2300.0,4665518.35,11634.0,0.0
ALINE,ALINE K TT,7844,TOP,9900.0,4665518.35,11634.0,0.002
ALINE,ALINE K TT,7853,TOP,3450.0,4665518.35,11634.0,0.001
ALINE,ALINE K TT,7854,TOP,17250.0,4665518.35,11634.0,0.004
ALINE,ALINE K TT,7890,TOP,14720.0,4665518.35,11634.0,0.003
ALINE,ALINE K TT,8528,TOP,2300.0,4665518.35,11634.0,0.0
ALINE,ALINE K TT,8669,TOP,5750.0,4665518.35,11634.0,0.001
ALINE,ALINE K TT,9303,TOP,17250.0,4665518.35,11634.0,0.004
ALINE,ALINE K TT,9313,TOP,8050.0,4665518.35,11634.0,0.002
ALINE,ALINE K TT,12040,TOP,49450.0,4665518.35,11634.0,0.011
ALINE,ALINE K TT,13035,TOP,5750.0,4665518.35,11634.0,0.001
ALINE,ALINE K TT,13036,TOP,5750.0,4665518.35,11634.0,0.001
ALINE,ALINE K TT,13038,TOP,11500.0,4665518.35,11634.0,0.002
ALINE,ALINE K TT,13230,TOP,24150.0,4665518.35,11634.0,0.005
ALINE,ALINE K TT,13231,TOP,28750.0,4665518.35,11634.0,0.006
ALINE,ALINE K TT,13241,SPLIT,5750.0,4665518.35,11634.0,0.001
ALINE,ALINE K TT,13241,TOP,89792.0,4665518.35,11634.0,0.019
ALINE,ALINE K TT,13266,TOP,46345.0,4665518.35,11634.0,0.01
ALINE,ALINE K TT,13267,TOP,40020.0,4665518.35,11634.0,0.009
ALINE,ALINE K TT,13296,TOP,23000.0,4665518.35,11634.0,0.005
ALINE,ALINE K TT,13305,TOP,254334.0,4665518.35,11634.0,0.055
ALINE,ALINE K TT,13306,TOP,1655298.5,4665518.35,11634.0,0.355
ALINE,ALINE K TT,13321,TOP,5750.0,4665518.35,11634.0,0.001
ALINE,ALINE K TT,13322,TOP,5750.0,4665518.35,11634.0,0.001
ALINE,ALINE K TT,13381,TOP,35650.0,4665518.35,11634.0,0.008
ALINE,ALINE K TT,13421,TOP,4064.1000000000004,4665518.35,11634.0,0.001
ALINE,ALINE K TT,13432,TOP,3450.0,4665518.35,11634.0,0.001
ALINE,ALINE K TT,13533,TOP,6900.0,4665518.35,11634.0,0.001
ALINE,ALINE K TT,13537,TOP,5290.0,4665518.35,11634.0,0.001
ALINE,ALINE K TT,13557,TOP,4025.0,4665518.35,11634.0,0.001
ALINE,ALINE K TT,13568,TOP,4025.0,4665518.35,11634.0,0.001
ALINE,ALINE K TT,13603,TOP,4600.0,4665518.35,11634.0,0.001
ALINE,ALINE K TT,17036,TOP,23575.0,4665518.35,11634.0,0.005
ALINE,ALINE K TT,17039,SPLIT,17940.0,4665518.35,11634.0,0.004
ALINE,ALINE K TT,17039,TOP,52440.0,4665518.35,11634.0,0.011
ALINE,ALINE K TT,17051,TOP,107870.0,4665518.35,11634.0,0.023
ALINE,ALINE K TT,17066,TOP,107985.0,4665518.35,11634.0,0.023
ALINE,ALINE K TT,17075,TOP,23000.0,4665518.35,11634.0,0.005
ALINE,ALINE K TT,17077,TOP,40825.0,4665518.35,11634.0,0.009
ALINE,ALINE K TT,17085,TOP,6451.5,4665518.35,11634.0,0.001
ALINE,ALINE K TT,17097,TOP,5750.0,4665518.35,11634.0,0.001
ALINE,ALINE K TT,17099,TOP,8050.0,4665518.35,11634.0,0.002
ALINE,ALINE K TT,17100,TOP,5750.0,4665518.35,11634.0,0.001
ALINE,ALINE K TT,17184,TOP,3450.0,4665518.35,11634.0,0.001
ALINE,ALINE K TT,17185,TOP,3450.0,4665518.35,11634.0,0.001
ALINE,ALINE K TT,17202,SPLIT,14950.0,4665518.35,11634.0,0.003
ALINE,ALINE K TT,17202,TOP,23000.0,4665518.35,11634.0,0.005
ALINE,ALINE K TT,17204,TOP,69000.0,4665518.35,11634.0,0.015
ALINE,ALINE K TT,17209,TOP,6900.0,4665518.35,11634.0,0.001
ALINE,ALINE K TT,17251,TOP,3450.0,4665518.35,11634.0,0.001
ALINE,ALINE K TT,17267,TOP,9200.0,4665518.35,11634.0,0.002
ALINE,ALINE K TT HP,13338,TOP,2300.0,4665518.35,2300.0,0.0
ALINE,ALINE K TT TS,13241,SPLIT,28750.0,4665518.35,7746.0,0.006
ALINE,ALINE K TT TS,13305,SPLIT,98900.0,4665518.35,7746.0,0.021
ALINE,ALINE K TT TS,13306,SPLIT,89240.0,4665518.35,7746.0,0.019
ALINE,ALINE K TT TSF,7158,SPLIT,10050.0,4665518.35,3338.0,0.002
ALINE,ALINE K TT TSF,7844,SPLIT,3300.0,4665518.35,3338.0,0.001
ALINE,ALINE US K TT,7158,TOP,23400.0,4665518.35,9572.0,0.005
ALINE,ALINE US K TT,7159,TOP,11500.0,4665518.35,9572.0,0.002
ALINE,ALINE US K TT,8175,TOP,2993.4500000000003,4665518.35,9572.0,0.001
ALINE,ALINE US K TT,9178,TOP,230110.0,4665518.35,9572.0,0.049
ALPINE,ALPINE,2290,TOP,49450.0,1556745.0,12750.0,0.032
ALPINE,ALPINE,4244,TOP,226990.0,1556745.0,12750.0,0.146
ALPINE,ALPINE,5009,TOP,23000.0,1556745.0,12750.0,0.015
ALPINE,ALPINE,13487,TOP,6555.0,1556745.0,12750.0,0.004
ALPINE,ALPINE K TT,1252,TOP,11845.0,1556745.0,15891.0,0.008
ALPINE,ALPINE K TT,2278,TOP,46000.0,1556745.0,15891.0,0.03
ALPINE,ALPINE K TT,2328,TOP,57500.0,1556745.0,15891.0,0.037
ALPINE,ALPINE K TT,3707,TOP,34500.0,1556745.0,15891.0,0.022
ALPINE,ALPINE K TT,5010,TOP,3565.0,1556745.0,15891.0,0.002
ALPINE,ALPINE K TT,5061,TOP,55200.0,1556745.0,15891.0,0.035
ALPINE,ALPINE K TT,5787,TOP,333040.0,1556745.0,15891.0,0.214
ALPINE,ALPINE K TT,6371,TOP,436080.0,1556745.0,15891.0,0.28
ALPINE,ALPINE K TT,8335,TOP,85800.0,1556745.0,15891.0,0.055
ALPINE,ALPINE K TT,8870,TOP,30475.0,1556745.0,15891.0,0.02
ALPINE,ALPINE K TT,13235,TOP,5750.0,1556745.0,15891.0,0.004
ALPINE,ALPINE K TT,13619,TOP,85905.0,1556745.0,15891.0,0.055
ALPINE,ALPINE K TT,17217,TOP,37950.0,1556745.0,15891.0,0.024
ALPINE,ALPINE TT,2787,TOP,9142.5,1556745.0,4523.0,0.006
ALPINE,ALPINE TT,13078,TOP,17997.5,1556745.0,4523.0,0.012
ANGKOR,ANGKOR,3761,TOP,91000.0,136000.0,15111.0,0.669
ANGKOR,ANGKOR,7141,TOP,45000.0,136000.0,15111.0,0.331
ANKUR,ANKUR K TT,17136,TOP,5750.0,5750.0,5750.0,1.0
ARIDA,ARIDA K TT,12104,TOP,10350.0,10350.0,3450.0,1.0
ARTIC,ARTIC,2267,TOP,11500.0,127650.0,6079.0,0.09
ARTIC,ARTIC,4211,TOP,9200.0,127650.0,6079.0,0.072
ARTIC,ARTIC,4213,TOP,5750.0,127650.0,6079.0,0.045
ARTIC,ARTIC,5718,TOP,3450.0,127650.0,6079.0,0.027
ARTIC,ARTIC,7095,TOP,5750.0,127650.0,6079.0,0.045
ARTIC,ARTIC,8109,TOP,5750.0,127650.0,6079.0,0.045
ARTIC,ARTIC,9427,TOP,17250.0,127650.0,6079.0,0.135
ARTIC,ARTIC,9744,TOP,17250.0,127650.0,6079.0,0.135
ARTIC,ARTIC,12204,TOP,11500.0,127650.0,6079.0,0.09
ARTIC,ARTIC,13181,TOP,17250.0,127650.0,6079.0,0.135
ARTIC,ARTIC,14001,TOP,11500.0,127650.0,6079.0,0.09
ARTIC,ARTIC,17256,TOP,11500.0,127650.0,6079.0,0.09
AVARIS,AVARIS K TT,13549,TOP,5750.0,5750.0,5750.0,1.0
AZORES,AZORES TT,13177,TOP,11500.0,11500.0,11500.0,1.0
BALI,BALI,1343,TOP,11500.0,752905.0,7999.0,0.015
BALI,BALI,1371,TOP,17250.0,752905.0,7999.0,0.023
BALI,BALI,1372,TOP,19550.0,752905.0,7999.0,0.026
BALI,BALI,3794,TOP,133400.0,752905.0,7999.0,0.177
BALI,BALI,4766,TOP,11500.0,752905.0,7999.0,0.015
BALI,BALI,5057,TOP,4485.0,752905.0,7999.0,0.006
BALI,BALI,6291,TOP,2300.0,752905.0,7999.0,0.003
BALI,BALI,7194,TOP,43125.0,752905.0,7999.0,0.057
BALI,BALI,9310,TOP,11500.0,752905.0,7999.0,0.015
BALI,BALI,9360,TOP,5750.0,752905.0,7999.0,0.008
BALI,BALI,12205,TOP,11500.0,752905.0,7999.0,0.015
BALI,BALI,13333,TOP,6900.0,752905.0,7999.0,0.009
BALI,BALI,13602,TOP,5750.0,752905.0,7999.0,0.008
BALI,BALI,17087,TOP,3450.0,752905.0,7999.0,0.005
BALI,BALI (PC),1343,TOP,11500.0,752905.0,7619.0,0.015
BALI,BALI (PC),2317,TOP,9200.0,752905.0,7619.0,0.012
BALI,BALI (PC),5260,TOP,5750.0,752905.0,7619.0,0.008
BALI,BALI (PC),7004,TOP,23000.0,752905.0,7619.0,0.031
BALI,BALI (PC),8505,TOP,11500.0,752905.0,7619.0,0.015
BALI,BALI TS,13147,SPLIT,3450.0,752905.0,2645.0,0.005
BALI,BALI TS,17087,SPLIT,23000.0,752905.0,2645.0,0.031
BALI,BALI WHITE,7150,TOP,11500.0,752905.0,11500.0,0.015
BALI,BALI [PC],1256,TOP,5750.0,752905.0,5546.0,0.008
BALI,BALI [PC],1262,TOP,11500.0,752905.0,5546.0,0.015
BALI,BALI [PC],1267,TOP,5750.0,752905.0,5546.0,0.008
BALI,BALI [PC],1343,TOP,39100.0,752905.0,5546.0,0.052
BALI,BALI [PC],2317,TOP,4600.0,752905.0,5546.0,0.006
BALI,BALI [PC],2764,TOP,20240.0,752905.0,5546.0,0.027
BALI,BALI [PC],3794,TOP,5750.0,752905.0,5546.0,0.008
BALI,BALI [PC],4226,TOP,11500.0,752905.0,5546.0,0.015
BALI,BALI [PC],5260,TOP,5750.0,752905.0,5546.0,0.008
BALI,BALI [PC],6036,TOP,11500.0,752905.0,5546.0,0.015
BALI,BALI [PC],6291,TOP,14950.0,752905.0,5546.0,0.02
BALI,BALI [PC],7827,TOP,17250.0,752905.0,5546.0,0.023
BALI,BALI [PC],8504,TOP,5750.0,752905.0,5546.0,0.008
BALI,BALI [PC],8505,TOP,28750.0,752905.0,5546.0,0.038
BALI,BALI [PC],9360,TOP,11500.0,752905.0,5546.0,0.015
BALI,BALI [PC],12017,TOP,5750.0,752905.0,5546.0,0.008
BALI,BALI [PC],12034,TOP,6900.0,752905.0,5546.0,0.009
BALI,BALI [PC],12041,TOP,5520.0,752905.0,5546.0,0.007
BALI,BALI [PC],13034,TOP,23000.0,752905.0,5546.0,0.031
BALI,BALI [PC],13037,TOP,17250.0,752905.0,5546.0,0.023
BALI,BALI [PC],13147,TOP,11500.0,752905.0,5546.0,0.015
BALI,BALI [PC],13332,TOP,6900.0,752905.0,5546.0,0.009
BALI,BALI [PC],13364,TOP,2300.0,752905.0,5546.0,0.003
BALI,BALI [PC],17087,TOP,66585.0,752905.0,5546.0,0.088
BALI,BALI [PC],17220,TOP,20700.0,752905.0,5546.0,0.027
BAVARIA,BAVARIA,12221,TOP,11500.0,281750.0,5750.0,0.041
BAVARIA,BAVARIA K TT,8406,TOP,126500.0,281750.0,15014.0,0.449
BAVARIA,BAVARIA K TT,12048,TOP,17250.0,281750.0,15014.0,0.061
BAVARIA,BAVARIA K TT,17078,TOP,126500.0,281750.0,15014.0,0.449
BENFICA,BENFICA,2706,TOP,3450.0,124200.0,3738.0,0.028
BENFICA,BENFICA,7186,TOP,2300.0,124200.0,3738.0,0.019
BENFICA,BENFICA,12092,TOP,4600.0,124200.0,3738.0,0.037
BENFICA,BENFICA,13443,TOP,4600.0,124200.0,3738.0,0.037
BENFICA,BENFICA K TT,7830,TOP,6900.0,124200.0,18208.0,0.056
BENFICA,BENFICA K TT,12102,TOP,86250.0,124200.0,18208.0,0.694
BENFICA,BENFICA K TT,13004,TOP,16100.0,124200.0,18208.0,0.13
BOWIE,BOWIE,7053,TOP,140185.0,407905.0,7506.0,0.344
BOWIE,BOWIE,7143,TOP,158355.0,407905.0,7506.0,0.388
BOWIE,BOWIE,8173,TOP,9200.0,407905.0,7506.0,0.023
BOWIE,BOWIE K TT,2786,TOP,6670.0,407905.0,4239.0,0.016
BOWIE,BOWIE K TT,8873,TOP,23000.0,407905.0,4239.0,0.056
BOWIE,BOWIE TT,4738,TOP,31050.0,407905.0,6409.0,0.076
BOWIE,BOWIE TT,12100,TOP,20125.0,407905.0,6409.0,0.049
BOWIE,BOWIE TT,17166,TOP,19320.0,407905.0,6409.0,0.047
BRANSON,BRANSON K TT,13456,TOP,11500.0,11500.0,5750.0,1.0
BRISBANE,BRISBANE K TT,13471,TOP,427725.0,427725.0,26733.0,1.0
BUENA,BUENA,13553,TOP,49399.4,68972.4,6897.0,0.716
BUENA,BUENA,13561,TOP,7360.0,68972.4,6897.0,0.107
BUENA,BUENA,13569,TOP,6900.0,68972.4,6897.0,0.1
BUENA,BUENA,13582,TOP,5313.0,68972.4,6897.0,0.077
BUENOS,BUENOS AIRES,13251,TOP,103500.0,103500.0,17250.0,1.0
CAIRO,CAIRO TT TSF,8316,SPLIT,8050.0,8050.0,4025.0,1.0
CALIFORNIA,CALIFORNIA,12077,TOP,3450.0,10350.0,3450.0,0.333
CALIFORNIA,CALIFORNIA K TT,13403,TOP,6900.0,10350.0,3450.0,0.667
CANOVA,CANOVA K TT,13543,TOP,5750.0,5750.0,5750.0,1.0
CAPE-TOWN,CAPE-TOWN,9796,TOP,5750.0,5750.0,5750.0,1.0
CAPITAL,CAPITAL,5036,TOP,144210.0,1725460.0,37510.0,0.084
CAPITAL,CAPITAL,6042,TOP,44275.0,1725460.0,37510.0,0.026
CAPITAL,CAPITAL,6392,TOP,115000.0,1725460.0,37510.0,0.067
CAPITAL,CAPITAL,7672,TOP,115000.0,1725460.0,37510.0,0.067
CAPITAL,CAPITAL,8092,TOP,1299500.0,1725460.0,37510.0,0.753
CAPITAL,CAPITAL,13494,TOP,7475.0,1725460.0,37510.0,0.004
CAPRI,CAPRI,1201,TOP,3507.5,61007.5,5546.0,0.057
CAPRI,CAPRI,5040,TOP,5750.0,61007.5,5546.0,0.094
CAPRI,CAPRI,8419,TOP,5750.0,61007.5,5546.0,0.094
CAPRI,CAPRI,12032,TOP,5750.0,61007.5,5546.0,0.094
CAPRI,CAPRI,12033,TOP,5750.0,61007.5,5546.0,0.094
CAPRI,CAPRI,12039,TOP,5750.0,61007.5,5546.0,0.094
CAPRI,CAPRI,12045,TOP,5750.0,61007.5,5546.0,0.094
CAPRI,CAPRI,12069,TOP,5750.0,61007.5,5546.0,0.094
CAPRI,CAPRI,12089,TOP,5750.0,61007.5,5546.0,0.094
CAPRI,CAPRI,13329,TOP,5750.0,61007.5,5546.0,0.094
CAPRI,CAPRI,17088,TOP,5750.0,61007.5,5546.0,0.094
CARUSO,CARUSO K TT,6007,TOP,3634.0,3634.0,3634.0,1.0
CASCAIS,CASCAIS TIP,7883,TOP,51750.0,74750.0,24917.0,0.692
CASCAIS,CASCAIS TIP,17010,TOP,23000.0,74750.0,24917.0,0.308
CLASSIC,CLASSIC,5207,TOP,15525.0,25875.0,5175.0,0.6
CLASSIC,CLASSIC TT,9037,TOP,10350.0,25875.0,5175.0,0.4
COOPER,COOPER K TT,17065,TOP,129375.0,129375.0,32344.0,1.0
DAKOTA,DAKOTA TIP,9488,TOP,11500.0,11500.0,5750.0,1.0
DATANLA,DATANLA K TT,2326,TOP,28750.0,75900.0,6736.0,0.379
DATANLA,DATANLA K TT,7347,TOP,18400.0,75900.0,6736.0,0.242
DATANLA,DATANLA K TT TS,7347,SPLIT,11500.0,75900.0,5750.0,0.152
DATANLA,DATANLA K TT TSF,2326,SPLIT,5750.0,75900.0,2875.0,0.076
DATANLA,DATANLA TT,7347,TOP,11500.0,75900.0,5750.0,0.152
DECO,DECO,1339,TOP,5750.0,120750.0,6571.0,0.048
DECO,DECO,4381,TOP,23000.0,120750.0,6571.0,0.19
DECO,DECO,5750,TOP,5750.0,120750.0,6571.0,0.048
DECO,DECO,7380,TOP,46000.0,120750.0,6571.0,0.381
DECO,DECO,7381,TOP,5750.0,120750.0,6571.0,0.048
DECO,DECO,9340,TOP,2300.0,120750.0,6571.0,0.019
DECO,DECO,17135,TOP,3450.0,120750.0,6571.0,0.029
DECO,DECO K TT,9321,TOP,11500.0,120750.0,5750.0,0.095
DECO,DECO K TT,9348,TOP,17250.0,120750.0,5750.0,0.143
DESTIN,DESTIN K TT TIP,2789,TOP,11500.0,11500.0,11500.0,1.0
DISTRESS,DISTRESS,7889,TOP,3450.0,3450.0,3450.0,1.0
ELLINGTON,ELLINGTON K TT LUX,1263,TOP,456525.0,1219843.05,17205.0,0.374
ELLINGTON,ELLINGTON K TT LUX,2274,TOP,46000.0,1219843.05,17205.0,0.038
ELLINGTON,ELLINGTON K TT LUX,2374,TOP,479650.0,1219843.05,17205.0,0.393
ELLINGTON,ELLINGTON K TT LUX,2705,TOP,48300.0,1219843.05,17205.0,0.04
ELLINGTON,ELLINGTON K TT LUX,13436,TOP,2300.0,1219843.05,17205.0,0.002
ELLINGTON,ELLINGTON K TT LUX,13631,TOP,5750.0,1219843.05,17205.0,0.005
ELLINGTON,ELLINGTON K TT LUX,17208,TOP,114178.05,1219843.05,17205.0,0.094
ELLINGTON,ELLINGTON LUX,6839,TOP,21140.0,1219843.05,9591.0,0.017
ELLINGTON,ELLINGTON LUX,8863,TOP,46000.0,1219843.05,9591.0,0.038
EXPRESS,EXPRESS K TT,1313,TOP,130705.0,189665.0,6540.0,0.689
EXPRESS,EXPRESS K TT,1748,TOP,58960.0,189665.0,6540.0,0.311
EXPRESSE,EXPRESSE K TT,1313,TOP,53460.0,80300.0,10038.0,0.666
EXPRESSE,EXPRESSE K TT,1748,TOP,26840.0,80300.0,10038.0,0.334
FARO,FARO K TT,3768,TOP,262475.0,941875.0,26911.0,0.279
FARO,FARO K TT,7349,TOP,679400.0,941875.0,26911.0,0.721
FLORIDA,FLORIDA,4328,TOP,9448.4,9448.4,9448.0,1.0
GOBIEW,GOBIEW,9170,TOP,103994.5,103994.5,12999.0,1.0
GRADA,GRADA K TT,17175,TOP,4600.0,27600.0,4600.0,0.167
GRADA,GRADA K TT TSF,17175,SPLIT,23000.0,27600.0,11500.0,0.833
HAWAII,HAWAII K TT TIP,7320,TOP,34500.0,475525.0,17250.0,0.073
HAWAII,HAWAII TIP,1716,TOP,10350.0,475525.0,6804.0,0.022
HAWAII,HAWAII TIP,3261,TOP,2875.0,475525.0,6804.0,0.006
HAWAII,HAWAII TIP,5231,TOP,34500.0,475525.0,6804.0,0.073
HAWAII,HAWAII TIP,7395,TOP,21850.0,475525.0,6804.0,0.046
HAWAII,HAWAII TIP,8286,TOP,5750.0,475525.0,6804.0,0.012
HAWAII,HAWAII TIP,9071,TOP,87400.0,475525.0,6804.0,0.184
HAWAII,HAWAII TIP,9162,TOP,10350.0,475525.0,6804.0,0.022
HAWAII,HAWAII TIP,9461,TOP,6900.0,475525.0,6804.0,0.015
HAWAII,HAWAII TIP,9514,TOP,63250.0,475525.0,6804.0,0.133
HAWAII,HAWAII TIP,9526,TOP,24150.0,475525.0,6804.0,0.051
HAWAII,HAWAII TIP,9651,TOP,18400.0,475525.0,6804.0,0.039
HAWAII,HAWAII TS,5231,SPLIT,4600.0,475525.0,4077.0,0.01
HAWAII,HAWAII TS,7395,SPLIT,10350.0,475525.0,4077.0,0.022
HAWAII,HAWAII TS,9071,SPLIT,16100.0,475525.0,4077.0,0.034
HAWAII,HAWAII TS,9526,SPLIT,6900.0,475525.0,4077.0,0.015
HAWAII,HAWAII TS,9651,SPLIT,6900.0,475525.0,4077.0,0.015
HAWAII,HAWAII TSF,1716,SPLIT,3450.0,475525.0,5811.0,0.007
HAWAII,HAWAII TSF,5231,SPLIT,11500.0,475525.0,5811.0,0.024
HAWAII,HAWAII TSF,7395,SPLIT,12650.0,475525.0,5811.0,0.027
HAWAII,HAWAII TSF,9071,SPLIT,36800.0,475525.0,5811.0,0.077
HAWAII,HAWAII TSF,9461,SPLIT,3450.0,475525.0,5811.0,0.007
HAWAII,HAWAII TSF,9514,SPLIT,25300.0,475525.0,5811.0,0.053
HAWAII,HAWAII TSF,9526,SPLIT,9200.0,475525.0,5811.0,0.019
HAWAII,HAWAII TSF,9651,SPLIT,8050.0,475525.0,5811.0,0.017
HERCULES,HERCULES,12026,TOP,18400.0,123395.0,6133.0,0.149
HERCULES,HERCULES TT,1258,TOP,11500.0,123395.0,8077.0,0.093
HERCULES,HERCULES TT,4340,TOP,11500.0,123395.0,8077.0,0.093
HERCULES,HERCULES TT,4706,TOP,20125.0,123395.0,8077.0,0.163
HERCULES,HERCULES TT,5745,TOP,28750.0,123395.0,8077.0,0.233
HERCULES,HERCULES TT,8119,TOP,33120.0,123395.0,8077.0,0.268
HILLIARD,HILLIARD TT,17044,TOP,37950.0,37950.0,37950.0,1.0
