FAMILY_ARTICLES,FAMILY_ARTICLES_FULL,COLOR,ART_TYPE,SF._x,SF._y,AvgOnePO,RATE
SAHARA,SAHARA K TT,17182,TOP,4830.0,3312204.6,19040.0,0.001
SAHARA,SAHARA K TT,17183,TOP,3450.0,3312204.6,19040.0,0.001
SAHARA,SAHARA K TT TS,1771,SPLIT,2875.0,3312204.6,10756.0,0.001
SAHARA,SAHARA K TT TS,12023,SPLIT,91080.0,3312204.6,10756.0,0.027
SAHARA,SAHARA K TT TS,13154,SPLIT,2875.0,3312204.6,10756.0,0.001
SAHARA,SAHARA K TT TS,13308,SPLIT,10350.0,3312204.6,10756.0,0.003
SAHARA,SAHARA K TT TS,13309,SPLIT,75670.0,3312204.6,10756.0,0.023
SAHARA,SAHARA K TT TSF,1771,SPLIT,4025.0,3312204.6,5530.0,0.001
SAHARA,SAHARA K TT TSF,13159,SPLIT,50050.0,3312204.6,5530.0,0.015
SAHARA,SAHARA K TT TSF,17106,SPLIT,28870.65,3312204.6,5530.0,0.009
SANTAFE,SANTAFE K TT,12014,TOP,138000.0,138000.0,9857.0,1.0
SANTORINI,SANTORINI,13010,TOP,3450.0,3450.0,3450.0,1.0
SC,SC WASH OFF AUTO,6394,TOP,3450.0,52325.0,3039.0,0.066
SC,SC WASH OFF AUTO,7617,SPLIT,2875.0,52325.0,3039.0,0.055
SC,SC WASH OFF AUTO,7617,TOP,14950.0,52325.0,3039.0,0.286
SC,SC WASH OFF MALD,2332,TOP,10925.0,52325.0,2509.0,0.209
SC,SC WASH OFF MALD,7618,TOP,7475.0,52325.0,2509.0,0.143
SC,SC WASH OFF MALD,9586,TOP,9200.0,52325.0,2509.0,0.176
SC,SC WASH OFF MALD TS,2332,SPLIT,3450.0,52325.0,3450.0,0.066
SENDAI,SENDAI,6837,TOP,16100.0,172500.0,5350.0,0.093
SENDAI,SENDAI,8558,TOP,6900.0,172500.0,5350.0,0.04
SENDAI,SENDAI,11003,TOP,4600.0,172500.0,5350.0,0.027
SENDAI,SENDAI,12215,TOP,6900.0,172500.0,5350.0,0.04
SENDAI,SENDAI,13640,TOP,19550.0,172500.0,5350.0,0.113
SENDAI,SENDAI,14002,TOP,5750.0,172500.0,5350.0,0.033
SENDAI,SENDAI,14004,TOP,9200.0,172500.0,5350.0,0.053
SENDAI,SENDAI,15001,TOP,19550.0,172500.0,5350.0,0.113
SENDAI,SENDAI,17258,TOP,9200.0,172500.0,5350.0,0.053
SENDAI,SENDAI,17271,TOP,4600.0,172500.0,5350.0,0.027
SENDAI,SENDAI,18009,TOP,2300.0,172500.0,5350.0,0.013
SENDAI,SENDAI,18011,TOP,9200.0,172500.0,5350.0,0.053
SENDAI,SENDAI,20003,TOP,9200.0,172500.0,5350.0,0.053
SENDAI,SENDAI K TT,12206,TOP,9200.0,172500.0,5175.0,0.053
SENDAI,SENDAI K TT,14003,TOP,6900.0,172500.0,5175.0,0.04
SENDAI,SENDAI K TT,18004,TOP,12650.0,172500.0,5175.0,0.073
SENDAI,SENDAI K TT,18010,TOP,2300.0,172500.0,5175.0,0.013
SENDAI,SENDAI TT,13664,TOP,18400.0,172500.0,9200.0,0.107
SERENA,SERENA,8076,TOP,3450.0,3450.0,3450.0,1.0
SIENA,SIENA,8545,TOP,3795.0,1251441.5,37922.0,0.003
SIENA,SIENA,13091,TOP,1187377.3,1251441.5,37922.0,0.949
SIENA,SIENA,13384,TOP,2714.0,1251441.5,37922.0,0.002
SIENA,SIENA,13500,TOP,4140.0,1251441.5,37922.0,0.003
SIENA,SIENA,13522,TOP,4140.0,1251441.5,37922.0,0.003
SIENA,SIENA,13554,TOP,41340.200000000004,1251441.5,37922.0,0.033
SIENA,SIENA,13645,TOP,4140.0,1251441.5,37922.0,0.003
SIENA,SIENA,17146,TOP,3795.0,1251441.5,37922.0,0.003
SOLANA,SOLANA,1708,TOP,101200.0,1145515.0,10954.0,0.088
SOLANA,SOLANA,2202,TOP,63250.0,1145515.0,10954.0,0.055
SOLANA,SOLANA,3217,TOP,46000.0,1145515.0,10954.0,0.04
SOLANA,SOLANA,3735,TOP,5750.0,1145515.0,10954.0,0.005
SOLANA,SOLANA,8415,TOP,20700.0,1145515.0,10954.0,0.018
SOLANA,SOLANA,8518,TOP,23000.0,1145515.0,10954.0,0.02
SOLANA,SOLANA,9464,TOP,23000.0,1145515.0,10954.0,0.02
SOLANA,SOLANA,12082,TOP,17250.0,1145515.0,10954.0,0.015
SOLANA,SOLANA,12084,TOP,11500.0,1145515.0,10954.0,0.01
SOLANA,SOLANA,12094,TOP,4600.0,1145515.0,10954.0,0.004
SOLANA,SOLANA,13160,TOP,23000.0,1145515.0,10954.0,0.02
SOLANA,SOLANA,13161,TOP,11500.0,1145515.0,10954.0,0.01
SOLANA,SOLANA,13430,TOP,17250.0,1145515.0,10954.0,0.015
SOLANA,SOLANA,13463,TOP,3450.0,1145515.0,10954.0,0.003
SOLANA,SOLANA,13464,TOP,2300.0,1145515.0,10954.0,0.002
SOLANA,SOLANA,13465,TOP,4600.0,1145515.0,10954.0,0.004
SOLANA,SOLANA,13466,TOP,2300.0,1145515.0,10954.0,0.002
SOLANA,SOLANA,13618,TOP,46000.0,1145515.0,10954.0,0.04
SOLANA,SOLANA,17061,TOP,5750.0,1145515.0,10954.0,0.005
SOLANA,SOLANA,17149,TOP,5750.0,1145515.0,10954.0,0.005
SOLANA,SOLANA K TT,6255,TOP,23000.0,1145515.0,11936.0,0.02
SOLANA,SOLANA K TT,6258,TOP,126500.0,1145515.0,11936.0,0.11
SOLANA,SOLANA K TT,6728,TOP,5750.0,1145515.0,11936.0,0.005
SOLANA,SOLANA K TT,6729,TOP,230000.0,1145515.0,11936.0,0.201
SOLANA,SOLANA K TT,6738,TOP,56350.0,1145515.0,11936.0,0.049
SOLANA,SOLANA K TT,6743,TOP,23000.0,1145515.0,11936.0,0.02
SOLANA,SOLANA K TT,6753,TOP,5750.0,1145515.0,11936.0,0.005
SOLANA,SOLANA K TT,6800,TOP,65665.0,1145515.0,11936.0,0.057
SOLANA,SOLANA K TT,8845,TOP,46000.0,1145515.0,11936.0,0.04
SOLANA,SOLANA K TT,9596,TOP,3450.0,1145515.0,11936.0,0.003
SOLANA,SOLANA K TT,12117,TOP,11500.0,1145515.0,11936.0,0.01
SOLANA,SOLANA K TT,13327,TOP,3450.0,1145515.0,11936.0,0.003
SOLANA,SOLANA K TT,17089,TOP,14950.0,1145515.0,11936.0,0.013
SOLANA,SOLANA K TT,17145,TOP,17250.0,1145515.0,11936.0,0.015
SOLANA,SOLANA TT,5038,TOP,17250.0,1145515.0,10679.0,0.015
SOLANA,SOLANA TT,7008,TOP,11500.0,1145515.0,10679.0,0.01
SOLANA,SOLANA TT,7016,TOP,46000.0,1145515.0,10679.0,0.04
SUNNY,SUNNY,8344,TOP,69000.0,69000.0,11500.0,1.0
SYROS,SYROS K TT,13405,TOP,6900.0,6900.0,3450.0,1.0
TORONTINO,TORONTINO,6057,TOP,5750.0,5750.0,5750.0,1.0
TORONTO,TORONTO,4364,TOP,26450.0,1099450.0,7116.0,0.024
TORONTO,TORONTO,5029,TOP,2300.0,1099450.0,7116.0,0.002
TORONTO,TORONTO,5253,TOP,66700.0,1099450.0,7116.0,0.061
TORONTO,TORONTO,8678,TOP,23000.0,1099450.0,7116.0,0.021
TORONTO,TORONTO,9236,TOP,34500.0,1099450.0,7116.0,0.031
TORONTO,TORONTO,13371,TOP,5750.0,1099450.0,7116.0,0.005
TORONTO,TORONTO,13372,TOP,5750.0,1099450.0,7116.0,0.005
TORONTO,TORONTO,17122,TOP,17250.0,1099450.0,7116.0,0.016
TORONTO,TORONTO,17123,TOP,46000.0,1099450.0,7116.0,0.042
TORONTO,TORONTO LUX,13538,TOP,14950.0,1099450.0,7475.0,0.014
TORONTO,TORONTO SOFT,5378,TOP,5750.0,1099450.0,4983.0,0.005
TORONTO,TORONTO SOFT,13236,TOP,3450.0,1099450.0,4983.0,0.003
TORONTO,TORONTO SOFT,13475,TOP,5750.0,1099450.0,4983.0,0.005
TORONTO,TORONTO SOFT K TT,13474,TOP,5750.0,1099450.0,5750.0,0.005
TORONTO,TORONTO TAB,2749,TOP,40000.0,1099450.0,7773.0,0.036
TORONTO,TORONTO TAB,7679,TOP,17000.0,1099450.0,7773.0,0.015
TORONTO,TORONTO TAB,7685,TOP,5750.0,1099450.0,7773.0,0.005
TORONTO,TORONTO TAB,8240,TOP,29900.0,1099450.0,7773.0,0.027
TORONTO,TORONTO TAB,9016,TOP,23000.0,1099450.0,7773.0,0.021
TORONTO,TORONTO TAB,9137,TOP,37950.0,1099450.0,7773.0,0.035
TORONTO,TORONTO TAB,9225,TOP,116550.0,1099450.0,7773.0,0.106
TORONTO,TORONTO TAB,9248,TOP,43400.0,1099450.0,7773.0,0.039
TORONTO,TORONTO TAB,9249,TOP,44400.0,1099450.0,7773.0,0.04
TORONTO,TORONTO TAB,9250,TOP,5750.0,1099450.0,7773.0,0.005
TORONTO,TORONTO TAB,9378,TOP,19550.0,1099450.0,7773.0,0.018
TORONTO,TORONTO TAB,9380,TOP,35400.0,1099450.0,7773.0,0.032
TORONTO,TORONTO TAB,9381,TOP,28500.0,1099450.0,7773.0,0.026
TORONTO,TORONTO TAB,9382,TOP,24150.0,1099450.0,7773.0,0.022
TORONTO,TORONTO TAB,9535,TOP,5500.0,1099450.0,7773.0,0.005
TORONTO,TORONTO TAB,9676,TOP,5750.0,1099450.0,7773.0,0.005
TORONTO,TORONTO TAB,9716,TOP,29650.0,1099450.0,7773.0,0.027
TORONTO,TORONTO TAB,9801,TOP,25300.0,1099450.0,7773.0,0.023
TORONTO,TORONTO TAB,12130,TOP,29900.0,1099450.0,7773.0,0.027
TORONTO,TORONTO TIP,1243,TOP,104900.0,1099450.0,12214.0,0.095
TORONTO,TORONTO TIP,2284,TOP,19550.0,1099450.0,12214.0,0.018
TORONTO,TORONTO TIP,5024,TOP,28750.0,1099450.0,12214.0,0.026
TORONTO,TORONTO TIP,7154,TOP,6900.0,1099450.0,12214.0,0.006
TORONTO,TORONTO TIP,13071,TOP,67200.0,1099450.0,12214.0,0.061
TORONTO,TORONTO TIP,13171,TOP,35650.0,1099450.0,12214.0,0.032
TORONTO,TORONTO TIP,17008,TOP,5750.0,1099450.0,12214.0,0.005
TRINITY,TRINITY TT,9371,TOP,16800.0,16800.0,16800.0,1.0
UTTI,UTTI,5074,TOP,2300.0,6900.0,2300.0,0.333
UTTI,UTTI,15002,TOP,2300.0,6900.0,2300.0,0.333
UTTI,UTTI,16002,TOP,2300.0,6900.0,2300.0,0.333
VALDERNO,VALDERNO K TT,13634,TOP,3450.0,57500.0,8050.0,0.06
VALDERNO,VALDERNO K TT,17254,TOP,5750.0,57500.0,8050.0,0.1
VALDERNO,VALDERNO K TT,17268,TOP,17825.0,57500.0,8050.0,0.31
VALDERNO,VALDERNO K TT,17269,TOP,5175.0,57500.0,8050.0,0.09
VALDERNO,VALDERNO K TT TS,13634,SPLIT,3450.0,57500.0,6325.0,0.06
VALDERNO,VALDERNO K TT TS,17268,SPLIT,16100.0,57500.0,6325.0,0.28
VALDERNO,VALDERNO K TT TS,17269,SPLIT,5750.0,57500.0,6325.0,0.1
VALERIS,VALERIS,13460,TOP,6325.0,73025.0,6639.0,0.087
VALERIS,VALERIS,13527,TOP,66700.0,73025.0,6639.0,0.913
VALOUR,VALOUR,5031,TOP,4186.0,102051.0,4186.0,0.041
VALOUR,VALOUR K TT,13186,TOP,97865.0,102051.0,24466.0,0.959
VANCOUVER,VANCOUVER,5215,TOP,23000.0,1715450.0,13842.0,0.013
VANCOUVER,VANCOUVER,6013,TOP,23000.0,1715450.0,13842.0,0.013
VANCOUVER,VANCOUVER,8137,TOP,57500.0,1715450.0,13842.0,0.034
VANCOUVER,VANCOUVER,8138,TOP,23000.0,1715450.0,13842.0,0.013
VANCOUVER,VANCOUVER,8356,TOP,138000.0,1715450.0,13842.0,0.08
VANCOUVER,VANCOUVER,8377,TOP,11500.0,1715450.0,13842.0,0.007
VANCOUVER,VANCOUVER,8408,TOP,11500.0,1715450.0,13842.0,0.007
VANCOUVER,VANCOUVER,8410,TOP,23000.0,1715450.0,13842.0,0.013
VANCOUVER,VANCOUVER,9001,TOP,195500.0,1715450.0,13842.0,0.114
VANCOUVER,VANCOUVER,9010,TOP,5750.0,1715450.0,13842.0,0.003
VANCOUVER,VANCOUVER,9109,TOP,5750.0,1715450.0,13842.0,0.003
VANCOUVER,VANCOUVER,9201,TOP,140300.0,1715450.0,13842.0,0.082
VANCOUVER,VANCOUVER,9343,TOP,149500.0,1715450.0,13842.0,0.087
VANCOUVER,VANCOUVER,9671,TOP,8050.0,1715450.0,13842.0,0.005
VANCOUVER,VANCOUVER,9700,TOP,80500.0,1715450.0,13842.0,0.047
VANCOUVER,VANCOUVER,9746,TOP,138000.0,1715450.0,13842.0,0.08
VANCOUVER,VANCOUVER,12055,TOP,115000.0,1715450.0,13842.0,0.067
VANCOUVER,VANCOUVER,12115,TOP,138000.0,1715450.0,13842.0,0.08
VANCOUVER,VANCOUVER,12118,TOP,57500.0,1715450.0,13842.0,0.034
VANCOUVER,VANCOUVER,17060,TOP,56000.0,1715450.0,13842.0,0.033
VANCOUVER,VANCOUVER,17091,TOP,11500.0,1715450.0,13842.0,0.007
VANCOUVER,VANCOUVER SO,8144,TOP,5750.0,1715450.0,5750.0,0.003
VANCOUVER,VANCOUVER SOFT,6016,TOP,3450.0,1715450.0,16623.0,0.002
VANCOUVER,VANCOUVER SOFT,6026,TOP,13800.0,1715450.0,16623.0,0.008
VANCOUVER,VANCOUVER SOFT,6065,TOP,5750.0,1715450.0,16623.0,0.003
VANCOUVER,VANCOUVER SOFT,8144,TOP,5750.0,1715450.0,16623.0,0.003
VANCOUVER,VANCOUVER SOFT,8155,TOP,138000.0,1715450.0,16623.0,0.08
VANCOUVER,VANCOUVER SOFT,9010,TOP,6900.0,1715450.0,16623.0,0.004
VANCOUVER,VANCOUVER SOFT,9394,TOP,5750.0,1715450.0,16623.0,0.003
VANCOUVER,VANCOUVER SOFT,13005,TOP,3450.0,1715450.0,16623.0,0.002
VANCOUVER,VANCOUVER TT,1749,TOP,115000.0,1715450.0,14375.0,0.067
VANILE,VANILE,1347,TOP,11500.0,25300.0,3833.0,0.455
VANILE,VANILE K TT TIP,5773,TOP,13800.0,25300.0,13800.0,0.545
VEGAS,VEGAS,1286,TOP,133880.0,362750.0,15018.0,0.369
VEGAS,VEGAS,9025,TOP,106400.0,362750.0,15018.0,0.293
VEGAS,VEGAS K TT,7327,TOP,122470.0,362750.0,15309.0,0.338
VENEZA,VENEZA,1222,TOP,17250.0,1054550.0,19727.0,0.016
VENEZA,VENEZA,2730,TOP,5750.0,1054550.0,19727.0,0.005
VENEZA,VENEZA,4783,TOP,287500.0,1054550.0,19727.0,0.273
VENEZA,VENEZA,5078,TOP,433550.0,1054550.0,19727.0,0.411
VENEZA,VENEZA,5261,TOP,17250.0,1054550.0,19727.0,0.016
VENEZA,VENEZA,13506,TOP,201250.0,1054550.0,19727.0,0.191
VENEZA,VENEZA,17215,TOP,34500.0,1054550.0,19727.0,0.033
VENEZA,VENEZA,17266,TOP,28750.0,1054550.0,19727.0,0.027
VENEZA,VENEZA LUX,1288,TOP,5750.0,1054550.0,5750.0,0.005
VENEZA,VENEZA LUX,2209,TOP,5750.0,1054550.0,5750.0,0.005
VENEZA,VENEZA LUX,6025,TOP,17250.0,1054550.0,5750.0,0.016
VIDAL,VIDAL,8047,TOP,57500.0,57500.0,8214.0,1.0
VIKING,VIKING K TT,2312,TOP,2300.0,2300.0,2300.0,1.0
VINT,VINT K TT,13214,TOP,5750.0,5750.0,5750.0,1.0
VINTAGE,VINTAGE DULL K TT,8554,TOP,3450.0,1972738.1,3450.0,0.002
VINTAGE,VINTAGE K TT,1367,TOP,11500.0,1972738.1,6787.0,0.006
VINTAGE,VINTAGE K TT,2342,TOP,19550.0,1972738.1,6787.0,0.01
VINTAGE,VINTAGE K TT,2347,TOP,9200.0,1972738.1,6787.0,0.005
VINTAGE,VINTAGE K TT,2704,SPLIT,2300.0,1972738.1,6787.0,0.001
VINTAGE,VINTAGE K TT,2704,TOP,5750.0,1972738.1,6787.0,0.003
VINTAGE,VINTAGE K TT,4354,TOP,100050.0,1972738.1,6787.0,0.051
VINTAGE,VINTAGE K TT,5018,TOP,17250.0,1972738.1,6787.0,0.009
VINTAGE,VINTAGE K TT,5071,TOP,23913.1,1972738.1,6787.0,0.012
VINTAGE,VINTAGE K TT,5324,TOP,48300.0,1972738.1,6787.0,0.024
VINTAGE,VINTAGE K TT,7814,SPLIT,28750.0,1972738.1,6787.0,0.015
VINTAGE,VINTAGE K TT,7814,TOP,72450.0,1972738.1,6787.0,0.037
VINTAGE,VINTAGE K TT,8508,TOP,5750.0,1972738.1,6787.0,0.003
VINTAGE,VINTAGE K TT,8553,TOP,5750.0,1972738.1,6787.0,0.003
VINTAGE,VINTAGE K TT,9320,TOP,5750.0,1972738.1,6787.0,0.003
VINTAGE,VINTAGE K TT,12123,TOP,11500.0,1972738.1,6787.0,0.006
VINTAGE,VINTAGE K TT,13214,TOP,5750.0,1972738.1,6787.0,0.003
VINTAGE,VINTAGE K TT,17164,TOP,16100.0,1972738.1,6787.0,0.008
VINTAGE,VINTAGE K TT,17187,SPLIT,17250.0,1972738.1,6787.0,0.009
VINTAGE,VINTAGE K TT,17187,TOP,20700.0,1972738.1,6787.0,0.01
VINTAGE,VINTAGE K TT TS,13214,SPLIT,2300.0,1972738.1,2300.0,0.001
VINTAGE,VINTAGE K TT TSF,2342,SPLIT,9200.0,1972738.1,9200.0,0.005
VINTAGE,VINTAGE SHEEN K TT,2342,TOP,211750.0,1972738.1,9737.0,0.107
VINTAGE,VINTAGE SHEEN K TT,4317,TOP,5750.0,1972738.1,9737.0,0.003
VINTAGE,VINTAGE SHEEN K TT,8262,TOP,8050.0,1972738.1,9737.0,0.004
VINTAGE,VINTAGE SHEEN K TT,8542,SPLIT,4600.0,1972738.1,9737.0,0.002
VINTAGE,VINTAGE SHEEN K TT,8542,TOP,5750.0,1972738.1,9737.0,0.003
VINTAGE,VINTAGE SHEEN K TT,9092,TOP,5750.0,1972738.1,9737.0,0.003
VINTAGE,VINTAGE SHEEN K TT,9096,SPLIT,9200.0,1972738.1,9737.0,0.005
VINTAGE,VINTAGE SHEEN K TT,9096,TOP,5750.0,1972738.1,9737.0,0.003
VINTAGE,VINTAGE SHEEN K TT,9097,SPLIT,6900.0,1972738.1,9737.0,0.003
VINTAGE,VINTAGE SHEEN K TT,9097,TOP,17250.0,1972738.1,9737.0,0.009
VINTAGE,VINTAGE SHEEN K TT,12123,TOP,11500.0,1972738.1,9737.0,0.006
VINTAGE,VINTAGE SHEEN K TT,13094,TOP,49450.0,1972738.1,9737.0,0.025
VINTAGE,VINTAGE SHEEN K TT,13539,TOP,34500.0,1972738.1,9737.0,0.017
VINTAGE,VINTAGE SHEEN K TT,13540,TOP,11500.0,1972738.1,9737.0,0.006
VINTAGE,VINTAGE SHEEN K TT,13541,TOP,11500.0,1972738.1,9737.0,0.006
VINTAGE,VINTAGE SHEEN K TT TS,13094,SPLIT,3450.0,1972738.1,3450.0,0.002
VINTAGE,VINTAGE SHEEN K TT TSF,2342,SPLIT,89700.0,1972738.1,13389.0,0.045
VINTAGE,VINTAGE SHEEN K TT TSF,8262,SPLIT,4025.0,1972738.1,13389.0,0.002
VINTAGE,VINTAGE SOFT K TT,1368,TOP,51750.0,1972738.1,9795.0,0.026
VINTAGE,VINTAGE SOFT K TT,1369,TOP,17250.0,1972738.1,9795.0,0.009
VINTAGE,VINTAGE SOFT K TT,2259,TOP,4600.0,1972738.1,9795.0,0.002
VINTAGE,VINTAGE SOFT K TT,2731,TOP,11500.0,1972738.1,9795.0,0.006
VINTAGE,VINTAGE SOFT K TT,3228,TOP,17250.0,1972738.1,9795.0,0.009
VINTAGE,VINTAGE SOFT K TT,3378,TOP,149500.0,1972738.1,9795.0,0.076
VINTAGE,VINTAGE SOFT K TT,4315,TOP,23000.0,1972738.1,9795.0,0.012
VINTAGE,VINTAGE SOFT K TT,4317,TOP,11500.0,1972738.1,9795.0,0.006
VINTAGE,VINTAGE SOFT K TT,5062,TOP,29900.0,1972738.1,9795.0,0.015
VINTAGE,VINTAGE SOFT K TT,5262,TOP,17250.0,1972738.1,9795.0,0.009
VINTAGE,VINTAGE SOFT K TT,6386,TOP,11500.0,1972738.1,9795.0,0.006
VINTAGE,VINTAGE SOFT K TT,6834,TOP,25300.0,1972738.1,9795.0,0.013
VINTAGE,VINTAGE SOFT K TT,7357,TOP,7130.0,1972738.1,9795.0,0.004
VINTAGE,VINTAGE SOFT K TT,7807,SPLIT,6900.0,1972738.1,9795.0,0.003
VINTAGE,VINTAGE SOFT K TT,7807,TOP,11500.0,1972738.1,9795.0,0.006
VINTAGE,VINTAGE SOFT K TT,8262,TOP,11500.0,1972738.1,9795.0,0.006
VINTAGE,VINTAGE SOFT K TT,8353,TOP,17250.0,1972738.1,9795.0,0.009
VINTAGE,VINTAGE SOFT K TT,8844,TOP,5750.0,1972738.1,9795.0,0.003
VINTAGE,VINTAGE SOFT K TT,9092,SPLIT,8050.0,1972738.1,9795.0,0.004
VINTAGE,VINTAGE SOFT K TT,9092,TOP,23000.0,1972738.1,9795.0,0.012
VINTAGE,VINTAGE SOFT K TT,9097,SPLIT,2300.0,1972738.1,9795.0,0.001
VINTAGE,VINTAGE SOFT K TT,9097,TOP,17250.0,1972738.1,9795.0,0.009
VINTAGE,VINTAGE SOFT K TT,9356,TOP,40250.0,1972738.1,9795.0,0.02
VINTAGE,VINTAGE SOFT K TT,9389,TOP,20700.0,1972738.1,9795.0,0.01
VINTAGE,VINTAGE SOFT K TT,9577,SPLIT,6670.0,1972738.1,9795.0,0.003
VINTAGE,VINTAGE SOFT K TT,9577,TOP,4600.0,1972738.1,9795.0,0.002
VINTAGE,VINTAGE SOFT K TT,12029,TOP,19550.0,1972738.1,9795.0,0.01
VINTAGE,VINTAGE SOFT K TT,13271,TOP,80500.0,1972738.1,9795.0,0.041
VINTAGE,VINTAGE SOFT K TT,13314,TOP,28750.0,1972738.1,9795.0,0.015
VINTAGE,VINTAGE SOFT K TT,13318,TOP,11500.0,1972738.1,9795.0,0.006
VINTAGE,VINTAGE SOFT K TT,13375,TOP,5750.0,1972738.1,9795.0,0.003
VINTAGE,VINTAGE SOFT K TT,13450,TOP,83950.0,1972738.1,9795.0,0.043
VINTAGE,VINTAGE SOFT K TT,13469,TOP,49450.0,1972738.1,9795.0,0.025
VINTAGE,VINTAGE SOFT K TT TSF,2259,SPLIT,4830.0,1972738.1,8050.0,0.002
VINTAGE,VINTAGE SOFT K TT TSF,3378,SPLIT,90160.0,1972738.1,8050.0,0.046
VINTAGE,VINTAGE SOFT K TT TSF,4315,SPLIT,16100.0,1972738.1,8050.0,0.008
VINTAGE,VINTAGE SOFT K TT TSF,4317,SPLIT,5750.0,1972738.1,8050.0,0.003
VINTAGE,VINTAGE SOFT K TT TSF,8262,SPLIT,4600.0,1972738.1,8050.0,0.002
VINTAGE,VINTAGE SOFT K TT TSF,13271,SPLIT,54050.0,1972738.1,8050.0,0.027
VINTAGE,VINTAGE SOFT K TT TSF,13314,SPLIT,25760.0,1972738.1,8050.0,0.013
WASH,WASH OFF,2332,TOP,5750.0,5750.0,5750.0,1.0
WILD,WILD K TT,3354,TOP,11155.0,45315.0,15105.0,0.246
WILD,WILD K TT,7653,TOP,28000.0,45315.0,15105.0,0.618
WILD,WILD K TT,8056,TOP,6160.0,45315.0,15105.0,0.136
WINDY,WINDY K TT,6335,TOP,32200.0,32200.0,16100.0,1.0
ZANZI,ZANZI TIP,5742,TOP,34500.0,34500.0,17250.0,1.0
